Account,Influence Score,Total Impressions,Total Engagements,Human Followers,Bot Followers,Tweets,Avg Tweet Quality,Avg Engagement Rate,Tweet Probability,Popularity Multiplier,DoNotUse
4,6.316,591359,29097,1222,30,1000,0.100,0.050,1.000,1.026,30
5,10.501,977213,48381,2145,40,1000,0.100,0.050,1.000,1.028,40
6,12.052,1120142,55528,2579,50,1000,0.100,0.050,1.000,1.028,50
7,11.710,1088931,53950,2438,60,1000,0.100,0.050,1.000,1.039,60
8,14.199,1317593,65418,2883,70,1000,0.100,0.050,1.000,1.045,70
9,14.359,1332913,66156,2950,80,1000,0.100,0.050,1.000,1.038,80
10,16.726,1550729,77061,3558,90,1000,0.100,0.050,1.000,1.043,90
1,4.697,429147,20986,961,0,1000,0.100,0.050,1.000,1.017,0
2,5.575,507383,24909,1162,10,1000,0.100,0.050,1.000,1.025,10
3,5.828,530637,26038,1157,20,1000,0.100,0.050,1.000,1.019,20
4,6.149,559048,27473,1180,30,1000,0.100,0.050,1.000,1.017,30
5,8.278,749283,36986,1654,40,1000,0.100,0.050,1.000,1.020,40
6,10.959,988887,48963,2224,50,1000,0.100,0.050,1.000,1.029,50
7,10.756,970324,48056,2171,60,1000,0.100,0.050,1.000,1.030,60
8,14.482,1303651,64707,2921,70,1000,0.100,0.050,1.000,1.045,70
9,14.848,1336054,66339,2907,80,1000,0.100,0.050,1.000,1.036,80
10,18.429,1656383,82343,3724,90,1000,0.100,0.050,1.000,1.035,90
1,4.238,402311,19648,912,0,1000,0.100,0.050,1.000,1.012,0
2,6.464,609008,29968,1435,10,1000,0.100,0.050,1.000,1.017,10
3,5.706,538656,26453,1131,20,1000,0.100,0.050,1.000,1.021,20
4,8.609,807752,39915,1779,30,1000,0.100,0.050,1.000,1.026,30
5,9.297,871687,43102,2017,40,1000,0.100,0.050,1.000,1.026,40
6,10.244,959598,47494,2166,50,1000,0.100,0.050,1.000,1.040,50
7,10.976,1027086,50888,2303,60,1000,0.100,0.050,1.000,1.025,60
8,15.034,1403295,69700,3187,70,1000,0.100,0.050,1.000,1.043,70
9,14.848,1386397,68842,3235,80,1000,0.100,0.050,1.000,1.042,80
10,14.585,1361795,67621,2920,90,1000,0.100,0.050,1.000,1.040,90
1,3.844,324216,15741,723,0,1000,0.100,0.050,1.000,1.015,0
2,6.764,563643,27694,1330,10,1000,0.100,0.050,1.000,1.026,10
3,6.729,560275,27550,1224,20,1000,0.100,0.050,1.000,1.022,20
4,8.231,683507,33700,1502,30,1000,0.100,0.050,1.000,1.021,30
5,10.720,887145,43891,2062,40,1000,0.100,0.050,1.000,1.032,40
6,9.704,804287,39731,1682,50,1000,0.100,0.050,1.000,1.029,50
7,11.701,967509,47908,2193,60,1000,0.100,0.050,1.000,1.041,60
8,14.515,1197672,59432,2598,70,1000,0.100,0.050,1.000,1.036,70
9,12.305,1017078,50383,2160,80,1000,0.100,0.050,1.000,1.026,80
10,15.488,1277632,63413,2784,90,1000,0.100,0.050,1.000,1.037,90
1,5.446,465431,22813,1077,0,1000,0.100,0.050,1.000,1.019,0
2,4.981,426582,20867,873,10,1000,0.100,0.050,1.000,1.025,10
3,5.371,459729,22501,1037,20,1000,0.100,0.050,1.000,1.017,20
4,6.476,552526,27129,1203,30,1000,0.100,0.050,1.000,1.027,30
5,9.258,785235,38783,1752,40,1000,0.100,0.050,1.000,1.027,40
6,12.589,1064085,52736,2577,50,1000,0.100,0.050,1.000,1.024,50
7,10.755,910645,45055,2054,60,1000,0.100,0.050,1.000,1.024,60
8,11.341,959796,47508,2120,70,1000,0.100,0.050,1.000,1.028,70
9,16.602,1400542,69549,3119,80,1000,0.100,0.050,1.000,1.044,80
10,17.180,1449074,71968,3294,90,1000,0.100,0.050,1.000,1.045,90
1,4.927,448571,21961,1045,0,1000,0.100,0.050,1.000,1.017,0
2,4.829,439881,21521,1016,10,1000,0.100,0.050,1.000,1.022,10
3,8.374,755892,37320,1771,20,1000,0.100,0.050,1.000,1.028,20
4,7.343,664008,32727,1463,30,1000,0.100,0.050,1.000,1.022,30
5,8.674,782832,38661,1733,40,1000,0.100,0.050,1.000,1.032,40
6,9.639,868577,42959,1946,50,1000,0.100,0.050,1.000,1.034,50
7,11.235,1011243,50072,2272,60,1000,0.100,0.050,1.000,1.028,60
8,13.759,1236101,61323,2655,70,1000,0.100,0.050,1.000,1.030,70
9,14.817,1330384,66039,2999,80,1000,0.100,0.050,1.000,1.043,80
10,16.402,1471606,73103,3355,90,1000,0.100,0.050,1.000,1.039,90
1,5.889,540428,26556,1297,0,1000,0.100,0.050,1.000,1.024,0
2,6.512,597012,29369,1464,10,1000,0.100,0.050,1.000,1.016,10
3,6.016,552288,27133,1249,20,1000,0.100,0.050,1.000,1.026,20
4,6.573,602052,29643,1311,30,1000,0.100,0.050,1.000,1.028,30
5,6.719,615657,30303,1304,40,1000,0.100,0.050,1.000,1.018,40
6,9.877,900299,44545,1967,50,1000,0.100,0.050,1.000,1.020,50
7,12.451,1132788,56153,2603,60,1000,0.100,0.050,1.000,1.037,60
8,14.641,1330283,66029,2988,70,1000,0.100,0.050,1.000,1.040,70
9,14.490,1316574,65346,2912,80,1000,0.100,0.050,1.000,1.047,80
10,16.830,1527706,75900,3358,90,1000,0.100,0.050,1.000,1.040,90
1,5.040,466107,22833,1126,0,1000,0.100,0.050,1.000,1.018,0
2,4.633,429386,20989,1001,10,1000,0.100,0.050,1.000,1.015,10
3,5.904,544430,26747,1201,20,1000,0.100,0.050,1.000,1.023,20
4,7.126,654899,32281,1373,30,1000,0.100,0.050,1.000,1.021,30
5,9.828,899858,44522,1979,40,1000,0.100,0.050,1.000,1.025,40
6,9.511,871227,43087,1853,50,1000,0.100,0.050,1.000,1.025,50
7,10.567,966679,47872,2148,60,1000,0.100,0.050,1.000,1.023,60
8,13.968,1275093,63281,2940,70,1000,0.100,0.050,1.000,1.041,70
9,15.736,1435660,71290,3307,80,1000,0.100,0.050,1.000,1.048,80
10,17.687,1611712,80126,3731,90,1000,0.100,0.050,1.000,1.047,90
1,4.634,380936,18584,867,0,1000,0.100,0.050,1.000,1.019,0
2,6.455,527308,25883,1219,10,1000,0.100,0.050,1.000,1.018,10
3,7.226,588987,28978,1369,20,1000,0.100,0.050,1.000,1.028,20
4,8.118,660412,32554,1461,30,1000,0.100,0.050,1.000,1.030,30
5,10.312,836619,41352,1795,40,1000,0.100,0.050,1.000,1.023,40
6,10.204,828117,40919,1740,50,1000,0.100,0.050,1.000,1.026,50
7,12.656,1024749,50750,2231,60,1000,0.100,0.050,1.000,1.029,60
8,10.922,884967,43799,1958,70,1000,0.100,0.050,1.000,1.029,70
9,14.468,1169546,58018,2525,80,1000,0.100,0.050,1.000,1.024,80
10,15.003,1212347,60164,2523,90,1000,0.100,0.050,1.000,1.038,90
1,4.724,414067,20224,919,0,1000,0.100,0.050,1.000,1.019,0
2,6.043,527289,25871,1200,10,1000,0.100,0.050,1.000,1.024,10
3,8.080,701401,34591,1633,20,1000,0.100,0.050,1.000,1.027,20
4,8.393,727844,35929,1653,30,1000,0.100,0.050,1.000,1.023,30
5,7.918,687758,33897,1464,40,1000,0.100,0.050,1.000,1.019,40
6,9.714,841039,41586,1836,50,1000,0.100,0.050,1.000,1.021,50
7,10.385,898564,44460,1929,60,1000,0.100,0.050,1.000,1.024,60
8,14.930,1287787,63913,2800,70,1000,0.100,0.050,1.000,1.032,70
9,15.364,1324835,65772,2995,80,1000,0.100,0.050,1.000,1.038,80
10,14.449,1246819,61854,2752,90,1000,0.100,0.050,1.000,1.036,90
1,4.696,419311,20497,917,0,1000,0.100,0.050,1.000,1.021,0
2,4.899,437187,21387,954,10,1000,0.100,0.050,1.000,1.017,10
3,7.876,697030,34379,1598,20,1000,0.100,0.050,1.000,1.025,20
4,7.571,670668,33050,1491,30,1000,0.100,0.050,1.000,1.029,30
5,9.858,869710,43030,1967,40,1000,0.100,0.050,1.000,1.030,40
6,10.796,951869,47128,2034,50,1000,0.100,0.050,1.000,1.021,50
7,10.264,905485,44804,1996,60,1000,0.100,0.050,1.000,1.034,60
8,12.665,1115408,55286,2413,70,1000,0.100,0.050,1.000,1.035,70
9,14.313,1259139,62477,2759,80,1000,0.100,0.050,1.000,1.039,80
10,17.062,1499118,74477,3610,90,1000,0.100,0.050,1.000,1.051,90
1,4.268,393058,19168,883,0,1000,0.100,0.050,1.000,1.017,0
2,5.162,473119,23183,1042,10,1000,0.100,0.050,1.000,1.020,10
3,6.279,573627,28200,1261,20,1000,0.100,0.050,1.000,1.032,20
4,10.597,961228,47593,2194,30,1000,0.100,0.050,1.000,1.039,30
5,8.538,776484,38345,1729,40,1000,0.100,0.050,1.000,1.027,40
6,11.899,1077954,53440,2462,50,1000,0.100,0.050,1.000,1.032,50
7,12.201,1105255,54793,2472,60,1000,0.100,0.050,1.000,1.020,60
8,12.595,1140944,56563,2511,70,1000,0.100,0.050,1.000,1.029,70
9,14.293,1293199,64188,2939,80,1000,0.100,0.050,1.000,1.037,80
10,14.167,1281813,63624,2776,90,1000,0.100,0.050,1.000,1.045,90
1,5.575,510071,25036,1268,0,1000,0.100,0.050,1.000,1.028,0
2,6.410,584992,28783,1396,10,1000,0.100,0.050,1.000,1.020,10
3,6.869,626540,30844,1369,20,1000,0.100,0.050,1.000,1.019,20
4,8.083,735531,36296,1613,30,1000,0.100,0.050,1.000,1.018,30
5,8.501,773161,38174,1765,40,1000,0.100,0.050,1.000,1.032,40
6,9.703,880840,43574,1898,50,1000,0.100,0.050,1.000,1.027,50
7,12.311,1115449,55282,2555,60,1000,0.100,0.050,1.000,1.036,60
8,13.706,1240451,61550,2791,70,1000,0.100,0.050,1.000,1.044,70
9,14.437,1306212,64833,2905,80,1000,0.100,0.050,1.000,1.033,80
10,14.405,1303566,64688,2853,90,1000,0.100,0.050,1.000,1.036,90
1,3.875,368107,17949,909,0,1000,0.100,0.050,1.000,1.020,0
2,4.658,441021,21575,995,10,1000,0.100,0.050,1.000,1.023,10
3,5.738,540669,26576,1181,20,1000,0.100,0.050,1.000,1.021,20
4,8.861,830409,41041,1828,30,1000,0.100,0.050,1.000,1.029,30
5,9.663,904528,44756,2136,40,1000,0.100,0.050,1.000,1.034,40
6,8.134,762994,37678,1655,50,1000,0.100,0.050,1.000,1.026,50
7,11.287,1055184,52279,2260,60,1000,0.100,0.050,1.000,1.025,60
8,17.195,1602515,79646,3837,70,1000,0.100,0.050,1.000,1.049,70
9,15.358,1432238,71139,3151,80,1000,0.100,0.050,1.000,1.042,80
10,15.232,1420358,70551,2962,90,1000,0.100,0.050,1.000,1.038,90
1,4.748,416853,20353,985,0,1000,0.100,0.050,1.000,1.022,0
2,5.085,445477,21800,1012,10,1000,0.100,0.050,1.000,1.020,10
3,7.509,652718,32192,1607,20,1000,0.100,0.050,1.000,1.022,20
4,10.441,904493,44759,2149,30,1000,0.100,0.050,1.000,1.041,30
5,7.435,647290,31871,1398,40,1000,0.100,0.050,1.000,1.025,40
6,10.571,916150,45318,2039,50,1000,0.100,0.050,1.000,1.027,50
7,12.452,1076777,53381,2521,60,1000,0.100,0.050,1.000,1.039,60
8,11.891,1028935,50977,2361,70,1000,0.100,0.050,1.000,1.037,70
9,15.718,1356969,67383,2927,80,1000,0.100,0.050,1.000,1.036,80
10,14.148,1222798,60652,2651,90,1000,0.100,0.050,1.000,1.034,90
1,3.353,301881,14618,694,0,1000,0.100,0.050,1.000,1.020,0
2,6.401,567802,27903,1317,10,1000,0.100,0.050,1.000,1.029,10
3,6.856,607283,29889,1352,20,1000,0.100,0.050,1.000,1.016,20
4,9.620,848154,41935,1875,30,1000,0.100,0.050,1.000,1.026,30
5,9.254,816205,40341,1768,40,1000,0.100,0.050,1.000,1.024,40
6,10.356,912466,45146,2062,50,1000,0.100,0.050,1.000,1.029,50
7,11.877,1044795,51776,2362,60,1000,0.100,0.050,1.000,1.031,60
8,13.147,1155865,57313,2521,70,1000,0.100,0.050,1.000,1.029,70
9,13.698,1204004,59714,2622,80,1000,0.100,0.050,1.000,1.034,80
10,15.437,1355387,67295,3036,90,1000,0.100,0.050,1.000,1.038,90
1,5.152,443685,21722,1007,0,1000,0.100,0.050,1.000,1.019,0
2,5.777,496476,24356,1147,10,1000,0.100,0.050,1.000,1.023,10
3,6.682,573011,28175,1264,20,1000,0.100,0.050,1.000,1.019,20
4,9.435,804948,39780,1857,30,1000,0.100,0.050,1.000,1.021,30
5,9.299,793885,39208,1694,40,1000,0.100,0.050,1.000,1.032,40
6,10.545,898814,44461,2076,50,1000,0.100,0.050,1.000,1.027,50
7,11.388,969740,48015,2215,60,1000,0.100,0.050,1.000,1.037,60
8,15.056,1279164,63481,2905,70,1000,0.100,0.050,1.000,1.043,70
9,12.884,1095844,54324,2416,80,1000,0.100,0.050,1.000,1.036,80
10,13.783,1171771,58116,2516,90,1000,0.100,0.050,1.000,1.038,90
1,4.414,411183,20097,935,0,1000,0.100,0.050,1.000,1.018,0
2,6.718,621300,30586,1383,10,1000,0.100,0.050,1.000,1.018,10
3,5.763,534353,26236,1198,20,1000,0.100,0.050,1.000,1.022,20
4,10.873,999783,49503,2302,30,1000,0.100,0.050,1.000,1.045,30
5,7.664,707678,34893,1567,40,1000,0.100,0.050,1.000,1.031,40
6,8.935,823179,40682,1847,50,1000,0.100,0.050,1.000,1.025,50
7,9.771,898891,44484,2015,60,1000,0.100,0.050,1.000,1.037,60
8,15.891,1456613,72349,3248,70,1000,0.100,0.050,1.000,1.036,70
9,12.864,1180659,58566,2553,80,1000,0.100,0.050,1.000,1.036,80
10,17.108,1567415,77892,3604,90,1000,0.100,0.050,1.000,1.050,90
1,4.764,441157,21577,973,0,1000,0.100,0.050,1.000,1.020,0
2,6.446,593302,29193,1328,10,1000,0.100,0.050,1.000,1.020,10
3,7.965,731023,36075,1703,20,1000,0.100,0.050,1.000,1.029,20
4,7.787,714754,35266,1582,30,1000,0.100,0.050,1.000,1.026,30
5,10.124,926823,45850,2156,40,1000,0.100,0.050,1.000,1.029,40
6,8.663,794284,39237,1742,50,1000,0.100,0.050,1.000,1.024,50
7,11.256,1029112,50977,2269,60,1000,0.100,0.050,1.000,1.032,60
8,12.043,1100115,54543,2363,70,1000,0.100,0.050,1.000,1.034,70
9,15.395,1403977,69726,3295,80,1000,0.100,0.050,1.000,1.048,80
10,15.557,1418846,70460,3079,90,1000,0.100,0.050,1.000,1.039,90
1,4.065,370215,18035,830,0,1000,0.100,0.050,1.000,1.017,0
2,5.368,485970,23815,1136,10,1000,0.100,0.050,1.000,1.025,10
3,6.857,617707,30421,1381,20,1000,0.100,0.050,1.000,1.018,20
4,8.588,771437,38101,1756,30,1000,0.100,0.050,1.000,1.025,30
5,9.537,855703,42310,1843,40,1000,0.100,0.050,1.000,1.027,40
6,10.192,913859,45215,2018,50,1000,0.100,0.050,1.000,1.028,50
7,14.201,1269509,63005,2978,60,1000,0.100,0.050,1.000,1.031,60
8,13.096,1171630,58099,2566,70,1000,0.100,0.050,1.000,1.039,70
9,14.584,1303455,64704,2837,80,1000,0.100,0.050,1.000,1.042,80
10,13.512,1208402,59948,2450,90,1000,0.100,0.050,1.000,1.046,90
1,4.195,379257,18500,894,0,1000,0.100,0.050,1.000,1.017,0
2,5.913,530848,26078,1184,10,1000,0.100,0.050,1.000,1.021,10
3,6.919,619708,30514,1372,20,1000,0.100,0.050,1.000,1.022,20
4,7.386,660984,32572,1483,30,1000,0.100,0.050,1.000,1.026,30
5,9.107,812655,40165,1718,40,1000,0.100,0.050,1.000,1.019,40
6,9.680,863568,42692,1841,50,1000,0.100,0.050,1.000,1.031,50
7,11.140,992360,49130,2093,60,1000,0.100,0.050,1.000,1.033,60
8,14.232,1265027,62764,2816,70,1000,0.100,0.050,1.000,1.032,70
9,16.978,1507117,74877,3423,80,1000,0.100,0.050,1.000,1.041,80
10,14.449,1283691,63720,2871,90,1000,0.100,0.050,1.000,1.038,90
1,4.755,415398,20300,937,0,1000,0.100,0.050,1.000,1.026,0
2,5.666,493243,24192,1070,10,1000,0.100,0.050,1.000,1.022,10
3,6.763,586806,28877,1316,20,1000,0.100,0.050,1.000,1.023,20
4,7.862,680954,33567,1484,30,1000,0.100,0.050,1.000,1.022,30
5,10.131,874822,43253,1967,40,1000,0.100,0.050,1.000,1.027,40
6,10.755,928218,45919,2000,50,1000,0.100,0.050,1.000,1.026,50
7,12.866,1108148,54934,2426,60,1000,0.100,0.050,1.000,1.026,60
8,13.600,1170952,58067,2765,70,1000,0.100,0.050,1.000,1.039,70
9,12.629,1087632,53922,2447,80,1000,0.100,0.050,1.000,1.035,80
10,14.972,1287950,63925,2860,90,1000,0.100,0.050,1.000,1.042,90
1,4.478,369329,17979,850,0,1000,0.100,0.050,1.000,1.018,0
2,7.202,587567,28914,1354,10,1000,0.100,0.050,1.000,1.018,10
3,6.332,517917,25422,1081,20,1000,0.100,0.050,1.000,1.019,20
4,7.372,601192,29597,1272,30,1000,0.100,0.050,1.000,1.017,30
5,9.923,806521,39836,1734,40,1000,0.100,0.050,1.000,1.034,40
6,10.128,822554,40659,1783,50,1000,0.100,0.050,1.000,1.018,50
7,12.050,976883,48374,2092,60,1000,0.100,0.050,1.000,1.032,60
8,12.339,1000182,49535,2147,70,1000,0.100,0.050,1.000,1.026,70
9,14.535,1176186,58353,2355,80,1000,0.100,0.050,1.000,1.024,80
10,15.641,1265068,62791,2712,90,1000,0.100,0.050,1.000,1.035,90
1,3.906,334916,16280,698,0,1000,0.100,0.050,1.000,1.021,0
2,5.914,502690,24650,1132,10,1000,0.100,0.050,1.000,1.026,10
3,7.015,594167,29237,1375,20,1000,0.100,0.050,1.000,1.028,20
4,7.591,641897,31637,1419,30,1000,0.100,0.050,1.000,1.022,30
5,8.537,721046,35580,1511,40,1000,0.100,0.050,1.000,1.029,40
6,9.511,802467,39642,1824,50,1000,0.100,0.050,1.000,1.026,50
7,11.126,937353,46373,2081,60,1000,0.100,0.050,1.000,1.030,60
8,12.958,1089954,54007,2437,70,1000,0.100,0.050,1.000,1.027,70
9,15.415,1294564,64247,2979,80,1000,0.100,0.050,1.000,1.046,80
10,18.027,1512057,75133,3337,90,1000,0.100,0.050,1.000,1.041,90
1,4.235,363338,17686,806,0,1000,0.100,0.050,1.000,1.013,0
2,5.976,508520,24955,1122,10,1000,0.100,0.050,1.000,1.017,10
3,7.444,631004,31088,1418,20,1000,0.100,0.050,1.000,1.017,20
4,8.136,688766,33974,1532,30,1000,0.100,0.050,1.000,1.032,30
5,6.750,573207,28189,1187,40,1000,0.100,0.050,1.000,1.019,40
6,10.284,868454,42947,1888,50,1000,0.100,0.050,1.000,1.028,50
7,12.581,1060008,52539,2404,60,1000,0.100,0.050,1.000,1.024,60
8,11.105,937045,46375,1986,70,1000,0.100,0.050,1.000,1.032,70
9,16.950,1425268,70783,3183,80,1000,0.100,0.050,1.000,1.043,80
10,16.539,1390775,69065,3080,90,1000,0.100,0.050,1.000,1.040,90
1,5.939,561238,27604,1355,0,1000,0.100,0.050,1.000,1.018,0
2,7.047,664882,32754,1524,10,1000,0.100,0.050,1.000,1.022,10
3,6.216,587248,28891,1178,20,1000,0.100,0.050,1.000,1.022,20
4,8.552,804024,39749,1763,30,1000,0.100,0.050,1.000,1.028,30
5,10.501,985576,48809,2291,40,1000,0.100,0.050,1.000,1.037,40
6,10.873,1020045,50538,2443,50,1000,0.100,0.050,1.000,1.026,50
7,9.657,906723,44882,1946,60,1000,0.100,0.050,1.000,1.029,60
8,10.528,988195,48933,2052,70,1000,0.100,0.050,1.000,1.023,70
9,14.551,1362206,67631,2995,80,1000,0.100,0.050,1.000,1.047,80
10,16.135,1509415,74993,3442,90,1000,0.100,0.050,1.000,1.040,90
1,5.392,466929,22874,1062,0,1000,0.100,0.050,1.000,1.024,0
2,6.248,539665,26508,1194,10,1000,0.100,0.050,1.000,1.017,10
3,7.766,668304,32948,1564,20,1000,0.100,0.050,1.000,1.023,20
4,8.728,750073,37029,1753,30,1000,0.100,0.050,1.000,1.025,30
5,9.657,828822,40970,1773,40,1000,0.100,0.050,1.000,1.025,40
6,8.764,753329,37181,1591,50,1000,0.100,0.050,1.000,1.024,50
7,10.740,920733,45562,1963,60,1000,0.100,0.050,1.000,1.027,60
8,12.283,1051907,52111,2351,70,1000,0.100,0.050,1.000,1.034,70
9,14.894,1273310,63184,2745,80,1000,0.100,0.050,1.000,1.033,80
10,15.527,1326816,65871,2948,90,1000,0.100,0.050,1.000,1.041,90
1,4.333,412804,20168,965,0,1000,0.100,0.050,1.000,1.023,0
2,5.209,494501,24246,1094,10,1000,0.100,0.050,1.000,1.018,10
3,5.865,555685,27301,1254,20,1000,0.100,0.050,1.000,1.026,20
4,8.068,760626,37555,1706,30,1000,0.100,0.050,1.000,1.023,30
5,7.876,742675,36659,1604,40,1000,0.100,0.050,1.000,1.027,40
6,9.401,884660,43759,1959,50,1000,0.100,0.050,1.000,1.026,50
7,11.832,1111003,55076,2512,60,1000,0.100,0.050,1.000,1.028,60
8,15.342,1437936,71414,3232,70,1000,0.100,0.050,1.000,1.046,70
9,14.063,1318451,65460,3137,80,1000,0.100,0.050,1.000,1.044,80
10,18.010,1686256,83833,3639,90,1000,0.100,0.050,1.000,1.037,90
1,4.072,398157,19443,921,0,1000,0.100,0.050,1.000,1.017,0
2,6.182,599832,29521,1394,10,1000,0.100,0.050,1.000,1.026,10
3,6.403,620957,30576,1440,20,1000,0.100,0.050,1.000,1.023,20
4,9.794,945294,46765,2085,30,1000,0.100,0.050,1.000,1.024,30
5,7.328,709316,34991,1458,40,1000,0.100,0.050,1.000,1.026,40
6,12.540,1206912,59880,2759,50,1000,0.100,0.050,1.000,1.042,50
7,12.290,1183204,58683,2674,60,1000,0.100,0.050,1.000,1.041,60
8,12.464,1199776,59515,2651,70,1000,0.100,0.050,1.000,1.041,70
9,12.902,1242063,61606,2792,80,1000,0.100,0.050,1.000,1.042,80
10,16.025,1540058,76521,3512,90,1000,0.100,0.050,1.000,1.043,90
1,4.677,424184,20751,932,0,1000,0.100,0.050,1.000,1.019,0
2,4.027,367155,17867,822,10,1000,0.100,0.050,1.000,1.014,10
3,6.362,574153,28228,1267,20,1000,0.100,0.050,1.000,1.022,20
4,6.411,578526,28446,1224,30,1000,0.100,0.050,1.000,1.018,30
5,9.280,832890,41176,1818,40,1000,0.100,0.050,1.000,1.026,40
6,11.952,1070041,53034,2499,50,1000,0.100,0.050,1.000,1.028,50
7,11.541,1033522,51209,2344,60,1000,0.100,0.050,1.000,1.033,60
8,15.095,1349452,66983,3078,70,1000,0.100,0.050,1.000,1.036,70
9,15.249,1362638,67664,2920,80,1000,0.100,0.050,1.000,1.038,80
10,15.408,1376675,68371,2960,90,1000,0.100,0.050,1.000,1.041,90
1,4.242,379175,18495,844,0,1000,0.100,0.050,1.000,1.014,0
2,6.897,611380,30070,1462,10,1000,0.100,0.050,1.000,1.028,10
3,6.536,579657,28496,1347,20,1000,0.100,0.050,1.000,1.026,20
4,6.817,603871,29721,1255,30,1000,0.100,0.050,1.000,1.020,30
5,10.163,895698,44307,2022,40,1000,0.100,0.050,1.000,1.040,40
6,11.390,1002687,49654,2260,50,1000,0.100,0.050,1.000,1.026,50
7,9.719,857322,42373,1901,60,1000,0.100,0.050,1.000,1.026,60
8,12.976,1141029,56568,2413,70,1000,0.100,0.050,1.000,1.028,70
9,15.384,1350717,67068,3161,80,1000,0.100,0.050,1.000,1.041,80
10,15.875,1393627,69207,3086,90,1000,0.100,0.050,1.000,1.037,90
1,4.865,442217,21640,1000,0,1000,0.100,0.050,1.000,1.024,0
2,4.952,449748,22028,996,10,1000,0.100,0.050,1.000,1.019,10
3,7.913,713648,35200,1578,20,1000,0.100,0.050,1.000,1.023,20
4,8.145,734279,36231,1667,30,1000,0.100,0.050,1.000,1.025,30
5,9.375,843316,41704,1913,40,1000,0.100,0.050,1.000,1.027,40
6,9.780,879389,43505,1909,50,1000,0.100,0.050,1.000,1.030,50
7,14.522,1301762,64600,3115,60,1000,0.100,0.050,1.000,1.045,60
8,12.184,1093424,54199,2328,70,1000,0.100,0.050,1.000,1.035,70
9,13.757,1233506,61198,2741,80,1000,0.100,0.050,1.000,1.042,80
10,14.508,1300476,64537,2845,90,1000,0.100,0.050,1.000,1.036,90
1,4.334,390638,19067,886,0,1000,0.100,0.050,1.000,1.020,0
2,6.384,571526,28088,1364,10,1000,0.100,0.050,1.000,1.023,10
3,6.011,538306,26446,1126,20,1000,0.100,0.050,1.000,1.013,20
4,7.842,699347,34503,1564,30,1000,0.100,0.050,1.000,1.025,30
5,9.113,811180,40094,1853,40,1000,0.100,0.050,1.000,1.020,40
6,9.369,833897,41222,1813,50,1000,0.100,0.050,1.000,1.031,50
7,13.419,1190186,59039,2674,60,1000,0.100,0.050,1.000,1.037,60
8,12.738,1130533,56044,2510,70,1000,0.100,0.050,1.000,1.034,70
9,17.099,1513824,75227,3614,80,1000,0.100,0.050,1.000,1.036,80
10,13.690,1214017,60230,2535,90,1000,0.100,0.050,1.000,1.035,90
1,5.587,481159,23591,1116,0,1000,0.100,0.050,1.000,1.020,0
2,7.346,629690,31016,1493,10,1000,0.100,0.050,1.000,1.022,10
3,6.423,551793,27117,1218,20,1000,0.100,0.050,1.000,1.024,20
4,7.644,655201,32273,1443,30,1000,0.100,0.050,1.000,1.019,30
5,11.106,947564,46893,2195,40,1000,0.100,0.050,1.000,1.034,40
6,9.917,847137,41871,1832,50,1000,0.100,0.050,1.000,1.029,50
7,11.420,973845,48218,2224,60,1000,0.100,0.050,1.000,1.034,60
8,11.986,1021721,50607,2256,70,1000,0.100,0.050,1.000,1.035,70
9,14.451,1229650,61016,2778,80,1000,0.100,0.050,1.000,1.041,80
10,14.120,1201782,59615,2618,90,1000,0.100,0.050,1.000,1.032,90
1,4.197,369352,17989,777,0,1000,0.100,0.050,1.000,1.019,0
2,4.887,428467,20947,967,10,1000,0.100,0.050,1.000,1.019,10
3,6.860,597784,29404,1299,20,1000,0.100,0.050,1.000,1.019,20
4,9.732,843617,41715,1940,30,1000,0.100,0.050,1.000,1.031,30
5,10.329,895092,44276,1981,40,1000,0.100,0.050,1.000,1.031,40
6,10.269,889657,44016,2038,50,1000,0.100,0.050,1.000,1.033,50
7,10.912,945008,46772,2103,60,1000,0.100,0.050,1.000,1.022,60
8,12.645,1093444,54204,2401,70,1000,0.100,0.050,1.000,1.038,70
9,14.120,1220051,60525,2855,80,1000,0.100,0.050,1.000,1.036,80
10,16.050,1385663,68798,3082,90,1000,0.100,0.050,1.000,1.041,90
1,5.106,502694,24672,1157,0,1000,0.100,0.050,1.000,1.024,0
2,4.694,463210,22684,1065,10,1000,0.100,0.050,1.000,1.021,10
3,5.919,581607,28602,1342,20,1000,0.100,0.050,1.000,1.016,20
4,7.395,724268,35736,1528,30,1000,0.100,0.050,1.000,1.025,30
5,9.458,923642,45706,2089,40,1000,0.100,0.050,1.000,1.032,40
6,9.501,927957,45912,1970,50,1000,0.100,0.050,1.000,1.033,50
7,12.441,1212057,60117,2673,60,1000,0.100,0.050,1.000,1.037,60
8,13.100,1275529,63302,2878,70,1000,0.100,0.050,1.000,1.032,70
9,14.012,1363948,67713,3018,80,1000,0.100,0.050,1.000,1.048,80
10,18.374,1785466,88791,4257,90,1000,0.100,0.050,1.000,1.056,90
1,5.043,463833,22711,1003,0,1000,0.100,0.050,1.000,1.020,0
2,4.550,419344,20490,942,10,1000,0.100,0.050,1.000,1.019,10
3,4.796,441525,21597,996,20,1000,0.100,0.050,1.000,1.016,20
4,7.375,673928,33214,1471,30,1000,0.100,0.050,1.000,1.020,30
5,7.705,703377,34699,1513,40,1000,0.100,0.050,1.000,1.017,40
6,12.845,1166168,57846,2857,50,1000,0.100,0.050,1.000,1.039,50
