Account,Influence Score,Total Impressions,Total Engagements,Human Followers,Bot Followers,Tweets,Avg Tweet Quality,Avg Engagement Rate,Tweet Probability,Popularity Multiplier,DoNotUse
7,10.764,979120,48473,2158,60,1000,0.100,0.050,1.000,1.035,60
8,13.256,1203725,59697,2683,70,1000,0.100,0.050,1.000,1.034,70
9,15.335,1390440,69058,3191,80,1000,0.100,0.050,1.000,1.042,80
10,18.330,1660709,82545,3814,90,1000,0.100,0.050,1.000,1.040,90
1,4.948,442331,21656,989,0,1000,0.100,0.050,1.000,1.020,0
2,5.743,512367,25136,1126,10,1000,0.100,0.050,1.000,1.024,10
3,6.209,553011,27179,1199,20,1000,0.100,0.050,1.000,1.022,20
4,7.987,708831,34960,1553,30,1000,0.100,0.050,1.000,1.026,30
5,10.170,899558,44514,2063,40,1000,0.100,0.050,1.000,1.033,40
6,11.120,983167,48673,2153,50,1000,0.100,0.050,1.000,1.028,50
7,11.064,978057,48427,1973,60,1000,0.100,0.050,1.000,1.029,60
8,11.099,981323,48583,2038,70,1000,0.100,0.050,1.000,1.030,70
9,15.046,1326811,65856,2884,80,1000,0.100,0.050,1.000,1.044,80
10,16.615,1463798,72728,3392,90,1000,0.100,0.050,1.000,1.050,90
1,4.892,442342,21628,1012,0,1000,0.100,0.050,1.000,1.017,0
2,5.133,463179,22696,1018,10,1000,0.100,0.050,1.000,1.018,10
3,6.074,546816,26856,1164,20,1000,0.100,0.050,1.000,1.024,20
4,6.584,591812,29111,1323,30,1000,0.100,0.050,1.000,1.020,30
5,9.002,805453,39800,1851,40,1000,0.100,0.050,1.000,1.037,40
6,9.753,871965,43122,1866,50,1000,0.100,0.050,1.000,1.026,50
7,11.592,1034400,51253,2312,60,1000,0.100,0.050,1.000,1.028,60
8,13.882,1237196,61376,2682,70,1000,0.100,0.050,1.000,1.038,70
9,14.448,1287167,63879,2780,80,1000,0.100,0.050,1.000,1.037,80
10,18.641,1658386,82420,3843,90,1000,0.100,0.050,1.000,1.044,90
1,6.211,644904,31770,1591,0,1000,0.100,0.050,1.000,1.023,0
2,4.539,473775,23220,1103,10,1000,0.100,0.050,1.000,1.019,10
3,5.638,586208,28842,1344,20,1000,0.100,0.050,1.000,1.022,20
4,6.746,699704,34507,1538,30,1000,0.100,0.050,1.000,1.018,30
5,9.308,961653,47611,2223,40,1000,0.100,0.050,1.000,1.028,40
6,8.289,857095,42398,1872,50,1000,0.100,0.050,1.000,1.024,50
7,11.094,1144540,56746,2602,60,1000,0.100,0.050,1.000,1.038,60
8,15.479,1593165,79177,3655,70,1000,0.100,0.050,1.000,1.042,70
9,15.400,1584638,78773,3530,80,1000,0.100,0.050,1.000,1.036,80
10,17.297,1778932,88476,4018,90,1000,0.100,0.050,1.000,1.044,90
1,4.190,394821,19283,887,0,1000,0.100,0.050,1.000,1.021,0
2,6.103,571427,28090,1288,10,1000,0.100,0.050,1.000,1.024,10
3,8.335,776964,38361,1830,20,1000,0.100,0.050,1.000,1.022,20
4,6.648,621287,30600,1362,30,1000,0.100,0.050,1.000,1.019,30
5,8.328,776497,38332,1614,40,1000,0.100,0.050,1.000,1.027,40
6,10.058,935167,46291,2073,50,1000,0.100,0.050,1.000,1.020,50
7,12.731,1181673,58595,2703,60,1000,0.100,0.050,1.000,1.042,60
8,18.098,1675686,83297,3840,70,1000,0.100,0.050,1.000,1.055,70
9,10.733,997623,49402,2098,80,1000,0.100,0.050,1.000,1.028,80
10,14.777,1369878,68011,3108,90,1000,0.100,0.050,1.000,1.038,90
1,4.995,502088,24633,1149,0,1000,0.100,0.050,1.000,1.018,0
2,5.905,592179,29117,1260,10,1000,0.100,0.050,1.000,1.015,10
3,5.847,586028,28831,1290,20,1000,0.100,0.050,1.000,1.020,20
4,9.002,897162,44393,2086,30,1000,0.100,0.050,1.000,1.025,30
5,10.220,1017419,50397,2332,40,1000,0.100,0.050,1.000,1.032,40
6,9.234,920389,45537,1969,50,1000,0.100,0.050,1.000,1.023,50
7,9.542,950644,47055,2077,60,1000,0.100,0.050,1.000,1.026,60
8,16.137,1601144,79577,3880,70,1000,0.100,0.050,1.000,1.049,70
9,13.835,1373975,68224,3186,80,1000,0.100,0.050,1.000,1.040,80
10,15.282,1516878,75360,3351,90,1000,0.100,0.050,1.000,1.045,90
1,4.835,420900,20572,1010,0,1000,0.100,0.050,1.000,1.021,0
2,5.522,479151,23496,1057,10,1000,0.100,0.050,1.000,1.017,10
3,7.279,628834,30968,1323,20,1000,0.100,0.050,1.000,1.017,20
4,7.769,670605,33054,1454,30,1000,0.100,0.050,1.000,1.019,30
5,10.188,876316,43347,1987,40,1000,0.100,0.050,1.000,1.029,40
6,9.894,851187,42095,1850,50,1000,0.100,0.050,1.000,1.032,50
7,11.629,999313,49478,2253,60,1000,0.100,0.050,1.000,1.043,60
8,13.782,1182499,58640,2498,70,1000,0.100,0.050,1.000,1.033,70
9,14.025,1203040,59670,2652,80,1000,0.100,0.050,1.000,1.033,80
10,15.077,1292534,64149,2882,90,1000,0.100,0.050,1.000,1.044,90
1,4.287,423013,20679,984,0,1000,0.100,0.050,1.000,1.019,0
2,5.348,525280,25796,1181,10,1000,0.100,0.050,1.000,1.022,10
3,5.616,551450,27091,1208,20,1000,0.100,0.050,1.000,1.022,20
4,8.585,837310,41410,1862,30,1000,0.100,0.050,1.000,1.033,30
5,8.299,810255,40030,1893,40,1000,0.100,0.050,1.000,1.025,40
6,9.477,923918,45710,2214,50,1000,0.100,0.050,1.000,1.036,50
7,11.216,1091821,54101,2465,60,1000,0.100,0.050,1.000,1.030,60
8,15.797,1533397,76197,3322,70,1000,0.100,0.050,1.000,1.049,70
9,16.168,1569358,77985,3604,80,1000,0.100,0.050,1.000,1.049,80
10,15.207,1476195,73352,3236,90,1000,0.100,0.050,1.000,1.043,90
1,3.852,341819,16618,788,0,1000,0.100,0.050,1.000,1.018,0
2,4.534,400693,19562,841,10,1000,0.100,0.050,1.000,1.015,10
3,5.893,518142,25422,1125,20,1000,0.100,0.050,1.000,1.022,20
4,7.921,692954,34170,1594,30,1000,0.100,0.050,1.000,1.024,30
5,8.711,761138,37580,1603,40,1000,0.100,0.050,1.000,1.027,40
6,12.210,1062921,52673,2359,50,1000,0.100,0.050,1.000,1.034,50
7,12.281,1069493,52982,2389,60,1000,0.100,0.050,1.000,1.036,60
8,12.835,1117061,55369,2400,70,1000,0.100,0.050,1.000,1.038,70
9,13.411,1166792,57856,2441,80,1000,0.100,0.050,1.000,1.034,80
10,18.352,1593013,79173,3574,90,1000,0.100,0.050,1.000,1.048,90
1,4.108,343972,16742,793,0,1000,0.100,0.050,1.000,1.016,0
2,6.795,563280,27691,1349,10,1000,0.100,0.050,1.000,1.020,10
3,7.219,598146,29419,1363,20,1000,0.100,0.050,1.000,1.022,20
4,9.158,756251,37325,1752,30,1000,0.100,0.050,1.000,1.022,30
5,7.597,628979,30962,1354,40,1000,0.100,0.050,1.000,1.023,40
6,13.087,1076543,53334,2506,50,1000,0.100,0.050,1.000,1.043,50
7,10.599,873429,43198,1733,60,1000,0.100,0.050,1.000,1.028,60
8,13.929,1145370,56769,2556,70,1000,0.100,0.050,1.000,1.041,70
9,14.613,1200682,59555,2518,80,1000,0.100,0.050,1.000,1.025,80
10,12.895,1060578,52553,2254,90,1000,0.100,0.050,1.000,1.039,90
1,4.375,409098,19966,959,0,1000,0.100,0.050,1.000,1.028,0
2,6.544,607144,29866,1416,10,1000,0.100,0.050,1.000,1.018,10
3,6.665,617801,30419,1290,20,1000,0.100,0.050,1.000,1.022,20
4,7.862,727319,35880,1647,30,1000,0.100,0.050,1.000,1.023,30
5,8.138,752486,37143,1633,40,1000,0.100,0.050,1.000,1.028,40
6,11.671,1074839,53267,2482,50,1000,0.100,0.050,1.000,1.030,50
7,11.667,1074722,53245,2411,60,1000,0.100,0.050,1.000,1.033,60
8,12.922,1189093,58973,2682,70,1000,0.100,0.050,1.000,1.025,70
9,14.259,1311044,65076,2842,80,1000,0.100,0.050,1.000,1.033,80
10,15.898,1460948,72555,3201,90,1000,0.100,0.050,1.000,1.040,90
1,5.088,442225,21641,997,0,1000,0.100,0.050,1.000,1.016,0
2,4.364,381052,18562,806,10,1000,0.100,0.050,1.000,1.018,10
3,6.525,564537,27753,1235,20,1000,0.100,0.050,1.000,1.018,20
4,7.211,623019,30672,1312,30,1000,0.100,0.050,1.000,1.018,30
5,10.003,860392,42550,1992,40,1000,0.100,0.050,1.000,1.029,40
6,10.302,885877,43822,1928,50,1000,0.100,0.050,1.000,1.025,50
7,11.042,948931,46970,2033,60,1000,0.100,0.050,1.000,1.027,60
8,13.558,1162932,57670,2489,70,1000,0.100,0.050,1.000,1.033,70
9,14.283,1224778,60754,2773,80,1000,0.100,0.050,1.000,1.037,80
10,17.624,1508944,74965,3378,90,1000,0.100,0.050,1.000,1.045,90
1,5.478,485587,23806,1137,0,1000,0.100,0.050,1.000,1.022,0
2,4.988,442996,21676,999,10,1000,0.100,0.050,1.000,1.021,10
3,7.916,697845,34403,1589,20,1000,0.100,0.050,1.000,1.022,20
4,8.568,754000,37233,1710,30,1000,0.100,0.050,1.000,1.030,30
5,8.284,729110,35999,1629,40,1000,0.100,0.050,1.000,1.035,40
6,8.798,774448,38235,1606,50,1000,0.100,0.050,1.000,1.021,50
7,12.421,1088921,53978,2369,60,1000,0.100,0.050,1.000,1.028,60
8,14.979,1311643,65094,2986,70,1000,0.100,0.050,1.000,1.034,70
9,12.629,1107231,54884,2340,80,1000,0.100,0.050,1.000,1.042,80
10,15.940,1394839,69271,3081,90,1000,0.100,0.050,1.000,1.038,90
1,4.490,419140,20489,1035,0,1000,0.100,0.050,1.000,1.024,0
2,5.435,505216,24804,1187,10,1000,0.100,0.050,1.000,1.022,10
3,6.972,646319,31816,1410,20,1000,0.100,0.050,1.000,1.027,20
4,7.953,735295,36293,1645,30,1000,0.100,0.050,1.000,1.022,30
5,8.284,765530,37804,1676,40,1000,0.100,0.050,1.000,1.023,40
6,11.834,1089816,54006,2492,50,1000,0.100,0.050,1.000,1.037,50
7,10.672,983419,48704,2238,60,1000,0.100,0.050,1.000,1.029,60
8,14.190,1304769,64757,2947,70,1000,0.100,0.050,1.000,1.029,70
9,13.668,1257219,62377,2589,80,1000,0.100,0.050,1.000,1.027,80
10,16.505,1515731,75322,3355,90,1000,0.100,0.050,1.000,1.040,90
1,4.994,436250,21352,1020,0,1000,0.100,0.050,1.000,1.021,0
2,5.363,468271,22932,1047,10,1000,0.100,0.050,1.000,1.019,10
3,7.260,630044,31041,1417,20,1000,0.100,0.050,1.000,1.017,20
4,7.942,688716,33956,1448,30,1000,0.100,0.050,1.000,1.025,30
5,10.622,917590,45417,2145,40,1000,0.100,0.050,1.000,1.041,40
6,10.408,899565,44504,1930,50,1000,0.100,0.050,1.000,1.031,50
7,12.742,1099289,54483,2539,60,1000,0.100,0.050,1.000,1.044,60
8,13.532,1166430,57858,2562,70,1000,0.100,0.050,1.000,1.034,70
9,12.607,1087378,53906,2353,80,1000,0.100,0.050,1.000,1.039,80
10,14.530,1252370,62126,2655,90,1000,0.100,0.050,1.000,1.025,90
1,5.370,470649,23057,1038,0,1000,0.100,0.050,1.000,1.019,0
2,5.205,456194,22351,1039,10,1000,0.100,0.050,1.000,1.018,10
3,7.398,644708,31766,1490,20,1000,0.100,0.050,1.000,1.026,20
4,8.388,729385,36015,1634,30,1000,0.100,0.050,1.000,1.034,30
5,8.242,717491,35389,1567,40,1000,0.100,0.050,1.000,1.022,40
6,11.813,1023932,50723,2383,50,1000,0.100,0.050,1.000,1.038,50
7,11.109,963414,47701,2160,60,1000,0.100,0.050,1.000,1.023,60
8,11.710,1014931,50279,2224,70,1000,0.100,0.050,1.000,1.032,70
9,14.219,1230478,61051,2782,80,1000,0.100,0.050,1.000,1.038,80
10,16.546,1430344,71045,3161,90,1000,0.100,0.050,1.000,1.033,90
1,5.236,465787,22807,1017,0,1000,0.100,0.050,1.000,1.021,0
2,4.818,429363,20986,921,10,1000,0.100,0.050,1.000,1.022,10
3,6.610,585462,28793,1319,20,1000,0.100,0.050,1.000,1.021,20
4,7.741,683719,33717,1509,30,1000,0.100,0.050,1.000,1.026,30
5,9.413,829608,41002,1820,40,1000,0.100,0.050,1.000,1.031,40
6,10.690,940823,46566,2124,50,1000,0.100,0.050,1.000,1.038,50
7,12.206,1073057,53169,2439,60,1000,0.100,0.050,1.000,1.026,60
8,13.725,1205235,59786,2696,70,1000,0.100,0.050,1.000,1.030,70
9,14.328,1257781,62411,2736,80,1000,0.100,0.050,1.000,1.035,80
10,15.233,1336821,66355,2847,90,1000,0.100,0.050,1.000,1.040,90
1,4.413,385433,18802,816,0,1000,0.100,0.050,1.000,1.020,0
2,5.527,480195,23546,1153,10,1000,0.100,0.050,1.000,1.021,10
3,6.524,565260,27793,1287,20,1000,0.100,0.050,1.000,1.026,20
4,8.468,730769,36078,1592,30,1000,0.100,0.050,1.000,1.030,30
5,9.332,804514,39759,1774,40,1000,0.100,0.050,1.000,1.027,40
6,11.624,999949,49525,2380,50,1000,0.100,0.050,1.000,1.039,50
7,10.094,869610,43005,1879,60,1000,0.100,0.050,1.000,1.026,60
8,13.335,1145463,56811,2510,70,1000,0.100,0.050,1.000,1.032,70
9,13.222,1135970,56332,2438,80,1000,0.100,0.050,1.000,1.029,80
10,17.461,1497468,74389,3412,90,1000,0.100,0.050,1.000,1.044,90
1,3.345,302425,14656,626,0,1000,0.100,0.050,1.000,1.015,0
2,5.860,523084,25673,1210,10,1000,0.100,0.050,1.000,1.018,10
3,6.945,617958,30426,1316,20,1000,0.100,0.050,1.000,1.017,20
4,8.646,767182,37877,1817,30,1000,0.100,0.050,1.000,1.027,30
5,10.125,896526,44358,1903,40,1000,0.100,0.050,1.000,1.033,40
6,8.873,787128,38874,1692,50,1000,0.100,0.050,1.000,1.023,50
7,10.651,942688,46663,2088,60,1000,0.100,0.050,1.000,1.018,60
8,12.753,1127071,55872,2549,70,1000,0.100,0.050,1.000,1.034,70
9,19.289,1699627,84507,4158,80,1000,0.100,0.050,1.000,1.050,80
10,13.514,1193516,59205,2659,90,1000,0.100,0.050,1.000,1.039,90
1,6.053,544064,26743,1256,0,1000,0.100,0.050,1.000,1.022,0
2,7.856,703676,34713,1678,10,1000,0.100,0.050,1.000,1.031,10
3,5.929,533358,26195,1203,20,1000,0.100,0.050,1.000,1.022,20
4,6.397,574879,28263,1327,30,1000,0.100,0.050,1.000,1.022,30
5,10.127,904368,44747,1954,40,1000,0.100,0.050,1.000,1.034,40
6,12.311,1097250,54395,2591,50,1000,0.100,0.050,1.000,1.045,50
7,9.020,806484,39854,1775,60,1000,0.100,0.050,1.000,1.021,60
8,15.580,1386370,68840,3112,70,1000,0.100,0.050,1.000,1.039,70
9,12.906,1150042,57025,2486,80,1000,0.100,0.050,1.000,1.034,80
10,13.821,1231023,61066,2578,90,1000,0.100,0.050,1.000,1.039,90
1,3.944,390925,19066,893,0,1000,0.100,0.050,1.000,1.018,0
2,7.255,711075,35069,1732,10,1000,0.100,0.050,1.000,1.027,10
3,6.064,595689,29313,1289,20,1000,0.100,0.050,1.000,1.017,20
4,8.830,863203,42686,1928,30,1000,0.100,0.050,1.000,1.022,30
5,8.073,789850,39027,1749,40,1000,0.100,0.050,1.000,1.030,40
6,11.487,1120098,55527,2511,50,1000,0.100,0.050,1.000,1.039,50
7,14.095,1372463,68137,3122,60,1000,0.100,0.050,1.000,1.042,60
8,12.269,1195470,59309,2847,70,1000,0.100,0.050,1.000,1.040,70
9,11.572,1128095,55939,2474,80,1000,0.100,0.050,1.000,1.043,80
10,16.410,1595914,79325,3663,90,1000,0.100,0.050,1.000,1.041,90
1,3.641,313715,15205,736,0,1000,0.100,0.050,1.000,1.017,0
2,8.640,731202,36087,1770,10,1000,0.100,0.050,1.000,1.030,10
3,7.504,636568,31339,1366,20,1000,0.100,0.050,1.000,1.023,20
4,9.695,819405,40493,1853,30,1000,0.100,0.050,1.000,1.020,30
5,8.792,744156,36722,1658,40,1000,0.100,0.050,1.000,1.026,40
6,10.374,875989,43326,1879,50,1000,0.100,0.050,1.000,1.032,50
7,11.717,988202,48938,2254,60,1000,0.100,0.050,1.000,1.030,60
8,12.221,1030191,51043,2096,70,1000,0.100,0.050,1.000,1.031,70
9,14.753,1241980,61616,2820,80,1000,0.100,0.050,1.000,1.047,80
10,12.663,1067074,52887,2252,90,1000,0.100,0.050,1.000,1.029,90
1,4.398,405809,19827,893,0,1000,0.100,0.050,1.000,1.021,0
2,4.856,447589,21892,989,10,1000,0.100,0.050,1.000,1.015,10
3,7.315,669268,32977,1576,20,1000,0.100,0.050,1.000,1.021,20
4,9.386,855690,42312,1946,30,1000,0.100,0.050,1.000,1.021,30
5,12.822,1165347,57802,2580,40,1000,0.100,0.050,1.000,1.030,40
6,8.711,794603,39269,1748,50,1000,0.100,0.050,1.000,1.026,50
7,10.310,939177,46479,2129,60,1000,0.100,0.050,1.000,1.040,60
8,11.733,1067486,52896,2352,70,1000,0.100,0.050,1.000,1.033,70
9,16.281,1477536,73397,3340,80,1000,0.100,0.050,1.000,1.044,80
10,14.189,1288585,63967,2686,90,1000,0.100,0.050,1.000,1.035,90
1,5.817,533704,26199,1222,0,1000,0.100,0.050,1.000,1.019,0
2,5.740,526530,25850,1140,10,1000,0.100,0.050,1.000,1.016,10
3,5.439,499561,24497,1039,20,1000,0.100,0.050,1.000,1.017,20
4,7.220,660044,32516,1494,30,1000,0.100,0.050,1.000,1.018,30
5,9.356,852100,42137,1877,40,1000,0.100,0.050,1.000,1.028,40
6,12.383,1125126,55769,2658,50,1000,0.100,0.050,1.000,1.033,50
7,14.232,1291273,64099,2963,60,1000,0.100,0.050,1.000,1.037,60
8,12.481,1133784,56212,2537,70,1000,0.100,0.050,1.000,1.036,70
9,13.669,1240822,61562,2809,80,1000,0.100,0.050,1.000,1.032,80
10,13.665,1240253,61544,2701,90,1000,0.100,0.050,1.000,1.041,90
1,5.133,442931,21663,1004,0,1000,0.100,0.050,1.000,1.022,0
2,6.909,592743,29160,1392,10,1000,0.100,0.050,1.000,1.020,10
3,5.987,515180,25271,1173,20,1000,0.100,0.050,1.000,1.019,20
4,7.207,617874,30420,1321,30,1000,0.100,0.050,1.000,1.020,30
5,10.059,858384,42455,1951,40,1000,0.100,0.050,1.000,1.028,40
6,9.042,772900,38163,1612,50,1000,0.100,0.050,1.000,1.028,50
7,11.472,977908,48422,2086,60,1000,0.100,0.050,1.000,1.034,60
8,14.029,1193666,59212,2658,70,1000,0.100,0.050,1.000,1.028,70
9,13.767,1171771,58106,2419,80,1000,0.100,0.050,1.000,1.033,80
10,16.395,1393788,69199,3139,90,1000,0.100,0.050,1.000,1.041,90
1,5.522,473705,23219,1031,0,1000,0.100,0.050,1.000,1.025,0
2,6.027,516287,25344,1108,10,1000,0.100,0.050,1.000,1.018,10
3,8.388,715124,35272,1658,20,1000,0.100,0.050,1.000,1.023,20
4,9.431,802569,39658,1863,30,1000,0.100,0.050,1.000,1.024,30
5,7.604,648901,31977,1395,40,1000,0.100,0.050,1.000,1.023,40
6,8.928,760768,37543,1637,50,1000,0.100,0.050,1.000,1.031,50
7,12.929,1097020,54367,2257,60,1000,0.100,0.050,1.000,1.030,60
8,11.759,998413,49446,2041,70,1000,0.100,0.050,1.000,1.017,70
9,15.209,1288841,63957,2971,80,1000,0.100,0.050,1.000,1.038,80
10,14.203,1203861,59726,2457,90,1000,0.100,0.050,1.000,1.038,90
1,4.828,445220,21780,978,0,1000,0.100,0.050,1.000,1.017,0
2,6.446,590942,29083,1309,10,1000,0.100,0.050,1.000,1.020,10
3,6.935,635315,31286,1505,20,1000,0.100,0.050,1.000,1.024,20
4,8.133,743524,36694,1719,30,1000,0.100,0.050,1.000,1.026,30
5,6.889,630998,31081,1332,40,1000,0.100,0.050,1.000,1.022,40
6,10.340,942404,46650,2143,50,1000,0.100,0.050,1.000,1.036,50
7,11.691,1064401,52744,2406,60,1000,0.100,0.050,1.000,1.041,60
8,12.338,1122775,55662,2424,70,1000,0.100,0.050,1.000,1.037,70
9,13.592,1235889,61320,2732,80,1000,0.100,0.050,1.000,1.038,80
10,18.808,1706505,84852,3937,90,1000,0.100,0.050,1.000,1.046,90
1,4.524,424526,20772,967,0,1000,0.100,0.050,1.000,1.016,0
2,6.315,589244,28996,1332,10,1000,0.100,0.050,1.000,1.024,10
3,4.979,466834,22859,1014,20,1000,0.100,0.050,1.000,1.029,20
4,7.598,707587,34885,1555,30,1000,0.100,0.050,1.000,1.029,30
5,11.175,1035653,51308,2398,40,1000,0.100,0.050,1.000,1.029,40
6,8.836,821121,40570,1737,50,1000,0.100,0.050,1.000,1.024,50
7,14.114,1305531,64801,3051,60,1000,0.100,0.050,1.000,1.043,60
8,12.255,1134994,56268,2484,70,1000,0.100,0.050,1.000,1.041,70
9,12.898,1193562,59217,2607,80,1000,0.100,0.050,1.000,1.033,80
10,17.305,1598743,79454,3681,90,1000,0.100,0.050,1.000,1.055,90
1,6.298,572003,28136,1345,0,1000,0.100,0.050,1.000,1.016,0
2,6.606,599517,29515,1387,10,1000,0.100,0.050,1.000,1.022,10
3,6.617,600999,29564,1378,20,1000,0.100,0.050,1.000,1.017,20
4,6.384,580026,28523,1171,30,1000,0.100,0.050,1.000,1.016,30
5,8.709,787632,38909,1772,40,1000,0.100,0.050,1.000,1.029,40
6,10.688,964377,47750,2194,50,1000,0.100,0.050,1.000,1.034,50
7,11.624,1048345,51933,2232,60,1000,0.100,0.050,1.000,1.040,60
8,12.042,1085538,53802,2326,70,1000,0.100,0.050,1.000,1.025,70
9,16.413,1476467,73329,3426,80,1000,0.100,0.050,1.000,1.047,80
10,14.619,1315838,65316,2945,90,1000,0.100,0.050,1.000,1.042,90
