Account,Influence Score,Total Impressions,Total Engagements,Human Followers,Bot Followers,Tweets,Avg Tweet Quality,Avg Engagement Rate,Tweet Probability,Popularity Multiplier,DoNotUse
6,8.806,6000143,299532,13294,500,1000,0.100,0.050,1.000,1.148,500
7,12.779,8702945,434675,21067,600,1000,0.100,0.050,1.000,1.199,600
8,15.473,10535692,526301,24493,700,1000,0.100,0.050,1.000,1.257,700
9,21.979,14961747,747622,37626,800,1000,0.100,0.050,1.000,1.395,800
10,17.968,12233129,611184,28756,900,1000,0.100,0.050,1.000,1.289,900
1,0.584,424911,20777,971,0,1000,0.100,0.050,1.000,1.018,0
2,2.163,1549709,77014,3498,100,1000,0.100,0.050,1.000,1.047,100
3,4.792,3421837,170608,7865,200,1000,0.100,0.050,1.000,1.083,200
4,6.737,4806551,239867,11062,300,1000,0.100,0.050,1.000,1.135,300
5,7.926,5653646,282206,13338,400,1000,0.100,0.050,1.000,1.148,400
6,11.067,7890642,394053,18611,500,1000,0.100,0.050,1.000,1.213,500
7,11.323,8073178,403180,18150,600,1000,0.100,0.050,1.000,1.193,600
8,17.992,12821695,640608,31866,700,1000,0.100,0.050,1.000,1.307,700
9,15.048,10725462,535799,23765,800,1000,0.100,0.050,1.000,1.227,800
10,22.369,15939069,796474,38542,900,1000,0.100,0.050,1.000,1.380,900
1,0.496,318195,15450,731,0,1000,0.100,0.050,1.000,1.016,0
2,2.401,1506742,74857,3390,100,1000,0.100,0.050,1.000,1.038,100
3,4.646,2906741,144864,6465,200,1000,0.100,0.050,1.000,1.072,200
4,5.956,3723494,185707,8011,300,1000,0.100,0.050,1.000,1.080,300
5,8.946,5588109,278931,12853,400,1000,0.100,0.050,1.000,1.133,400
6,9.343,5835924,291321,12733,500,1000,0.100,0.050,1.000,1.129,500
7,14.308,8931923,446124,21190,600,1000,0.100,0.050,1.000,1.219,600
8,13.818,8626126,430831,19468,700,1000,0.100,0.050,1.000,1.240,700
9,18.283,11410522,570044,25489,800,1000,0.100,0.050,1.000,1.246,800
10,21.803,13605989,679817,32900,900,1000,0.100,0.050,1.000,1.342,900
1,0.794,488047,23925,1189,0,1000,0.100,0.050,1.000,1.026,0
2,2.250,1365272,67770,3077,100,1000,0.100,0.050,1.000,1.037,100
3,4.198,2538159,126428,5581,200,1000,0.100,0.050,1.000,1.068,200
4,7.251,4377516,218386,9953,300,1000,0.100,0.050,1.000,1.110,300
5,9.244,5577158,278380,12458,400,1000,0.100,0.050,1.000,1.136,400
6,12.629,7616357,380346,18154,500,1000,0.100,0.050,1.000,1.202,500
7,14.001,8442499,421647,20276,600,1000,0.100,0.050,1.000,1.242,600
8,17.594,10606938,529876,24261,700,1000,0.100,0.050,1.000,1.250,700
9,13.707,8265928,412805,17882,800,1000,0.100,0.050,1.000,1.171,800
10,18.330,11050495,552040,24502,900,1000,0.100,0.050,1.000,1.243,900
1,0.689,491350,24093,1167,0,1000,0.100,0.050,1.000,1.022,0
2,2.231,1570526,78054,3616,100,1000,0.100,0.050,1.000,1.062,100
3,3.261,2291848,114117,4884,200,1000,0.100,0.050,1.000,1.068,200
4,6.847,4801526,239592,10860,300,1000,0.100,0.050,1.000,1.107,300
5,9.900,6937567,346403,16892,400,1000,0.100,0.050,1.000,1.175,400
6,10.371,7267108,362889,16723,500,1000,0.100,0.050,1.000,1.169,500
7,12.602,8828287,440949,20742,600,1000,0.100,0.050,1.000,1.227,600
8,13.147,9210075,460026,21282,700,1000,0.100,0.050,1.000,1.221,700
9,18.068,12654144,632232,29313,800,1000,0.100,0.050,1.000,1.293,800
10,22.884,16024435,800753,39008,900,1000,0.100,0.050,1.000,1.408,900
1,0.610,438581,21460,1016,0,1000,0.100,0.050,1.000,1.018,0
2,1.880,1332371,66143,2938,100,1000,0.100,0.050,1.000,1.035,100
3,3.545,2505104,124767,5520,200,1000,0.100,0.050,1.000,1.058,200
4,5.720,4035832,201305,9427,300,1000,0.100,0.050,1.000,1.120,300
5,7.502,5289769,264001,11951,400,1000,0.100,0.050,1.000,1.122,400
6,12.223,8612408,430137,20061,500,1000,0.100,0.050,1.000,1.227,500
7,15.769,11107601,554903,27074,600,1000,0.100,0.050,1.000,1.257,600
8,13.282,9357084,467382,22136,700,1000,0.100,0.050,1.000,1.236,700
9,15.785,11119192,555485,26347,800,1000,0.100,0.050,1.000,1.257,800
10,23.684,16678864,833452,41214,900,1000,0.100,0.050,1.000,1.414,900
1,0.649,428314,20950,986,0,1000,0.100,0.050,1.000,1.022,0
2,2.015,1310308,65046,2734,100,1000,0.100,0.050,1.000,1.028,100
3,5.653,3659050,182480,8198,200,1000,0.100,0.050,1.000,1.101,200
4,6.236,4035992,201321,8922,300,1000,0.100,0.050,1.000,1.109,300
5,8.687,5617963,280426,12802,400,1000,0.100,0.050,1.000,1.138,400
6,10.329,6678390,333450,14934,500,1000,0.100,0.050,1.000,1.141,500
7,12.164,7863645,392693,17374,600,1000,0.100,0.050,1.000,1.186,600
8,16.976,10970154,548031,26434,700,1000,0.100,0.050,1.000,1.260,700
9,15.287,9879518,493516,21196,800,1000,0.100,0.050,1.000,1.230,800
10,22.005,14217151,710380,34366,900,1000,0.100,0.050,1.000,1.350,900
1,0.553,412394,20155,1048,0,1000,0.100,0.050,1.000,1.013,0
2,2.065,1514218,75237,3410,100,1000,0.100,0.050,1.000,1.042,100
3,3.638,2660401,132545,5866,200,1000,0.100,0.050,1.000,1.063,200
4,5.642,4120976,205580,8728,300,1000,0.100,0.050,1.000,1.097,300
5,9.241,6743552,336709,15791,400,1000,0.100,0.050,1.000,1.187,400
6,8.883,6483223,323690,14247,500,1000,0.100,0.050,1.000,1.139,500
7,14.918,10880892,543555,27200,600,1000,0.100,0.050,1.000,1.292,600
8,15.601,11378776,568467,27021,700,1000,0.100,0.050,1.000,1.274,700
9,22.522,16422438,820639,41970,800,1000,0.100,0.050,1.000,1.424,800
10,16.937,12352308,617157,29421,900,1000,0.100,0.050,1.000,1.289,900
1,0.595,406533,19861,913,0,1000,0.100,0.050,1.000,1.018,0
2,2.055,1381567,68594,3000,100,1000,0.100,0.050,1.000,1.040,100
3,4.108,2751356,137086,6113,200,1000,0.100,0.050,1.000,1.078,200
4,6.414,4290693,214052,9622,300,1000,0.100,0.050,1.000,1.117,300
5,8.695,5812750,290173,13644,400,1000,0.100,0.050,1.000,1.141,400
6,10.035,6707585,334904,14508,500,1000,0.100,0.050,1.000,1.149,500
7,12.524,8368406,417949,19140,600,1000,0.100,0.050,1.000,1.206,600
8,19.243,12853405,642194,32651,700,1000,0.100,0.050,1.000,1.374,700
9,16.398,10953920,547226,25638,800,1000,0.100,0.050,1.000,1.268,800
10,19.932,13312697,665163,31990,900,1000,0.100,0.050,1.000,1.314,900
1,0.788,535535,26301,1271,0,1000,0.100,0.050,1.000,1.023,0
2,2.609,1750958,87074,3863,100,1000,0.100,0.050,1.000,1.047,100
3,4.261,2854419,142242,6239,200,1000,0.100,0.050,1.000,1.072,200
4,5.130,3434445,171240,7254,300,1000,0.100,0.050,1.000,1.076,300
5,9.673,6466778,322890,15821,400,1000,0.100,0.050,1.000,1.170,400
6,12.059,8059444,402502,19906,500,1000,0.100,0.050,1.000,1.223,500
7,13.415,8964946,447775,20818,600,1000,0.100,0.050,1.000,1.232,600
8,14.164,9465351,472783,22120,700,1000,0.100,0.050,1.000,1.234,700
9,18.608,12431894,621113,29988,800,1000,0.100,0.050,1.000,1.313,800
10,19.293,12888876,643965,30039,900,1000,0.100,0.050,1.000,1.304,900
1,0.675,478051,23441,1120,0,1000,0.100,0.050,1.000,1.016,0
2,2.392,1670234,83033,3772,100,1000,0.100,0.050,1.000,1.039,100
3,3.989,2778365,138442,6124,200,1000,0.100,0.050,1.000,1.066,200
4,7.385,5135940,256314,12426,300,1000,0.100,0.050,1.000,1.125,300
5,8.172,5681945,283631,12831,400,1000,0.100,0.050,1.000,1.156,400
6,11.869,8248358,411945,18429,500,1000,0.100,0.050,1.000,1.193,500
7,11.938,8296973,414370,19649,600,1000,0.100,0.050,1.000,1.220,600
8,16.634,11556118,577343,27508,700,1000,0.100,0.050,1.000,1.266,700
9,18.097,12571872,628118,30393,800,1000,0.100,0.050,1.000,1.337,800
10,18.850,13094764,654265,31071,900,1000,0.100,0.050,1.000,1.309,900
1,0.689,534251,26252,1255,0,1000,0.100,0.050,1.000,1.023,0
2,2.230,1708934,84973,3854,100,1000,0.100,0.050,1.000,1.043,100
3,4.146,3169212,157986,7165,200,1000,0.100,0.050,1.000,1.079,200
4,5.343,4081166,203573,8992,300,1000,0.100,0.050,1.000,1.103,300
5,6.756,5157789,257415,11144,400,1000,0.100,0.050,1.000,1.126,400
6,11.653,8890161,444022,22174,500,1000,0.100,0.050,1.000,1.257,500
7,10.956,8359073,417473,19064,600,1000,0.100,0.050,1.000,1.189,600
8,13.628,10395302,519289,24860,700,1000,0.100,0.050,1.000,1.249,700
9,17.045,12998927,649463,30825,800,1000,0.100,0.050,1.000,1.295,800
10,27.554,21007094,1049896,53976,900,1000,0.100,0.050,1.000,1.577,900
1,0.803,532123,26141,1240,0,1000,0.100,0.050,1.000,1.021,0
2,2.269,1486791,73856,3243,100,1000,0.100,0.050,1.000,1.049,100
3,4.058,2651341,132091,5912,200,1000,0.100,0.050,1.000,1.072,200
4,6.028,3933808,196215,8837,300,1000,0.100,0.050,1.000,1.097,300
5,8.363,5453582,272218,12054,400,1000,0.100,0.050,1.000,1.127,400
6,9.978,6505594,324803,14287,500,1000,0.100,0.050,1.000,1.152,500
7,10.646,6940128,346531,15198,600,1000,0.100,0.050,1.000,1.142,600
8,17.949,11694517,584259,28211,700,1000,0.100,0.050,1.000,1.317,700
9,18.402,11990013,599015,27926,800,1000,0.100,0.050,1.000,1.265,800
10,21.504,14009316,699981,33256,900,1000,0.100,0.050,1.000,1.344,900
1,0.529,390439,19036,922,0,1000,0.100,0.050,1.000,1.022,0
2,1.964,1424584,70747,3197,100,1000,0.100,0.050,1.000,1.035,100
3,3.965,2865664,142819,6289,200,1000,0.100,0.050,1.000,1.057,200
4,6.425,4637416,231398,10758,300,1000,0.100,0.050,1.000,1.120,300
5,6.937,5006676,249860,11364,400,1000,0.100,0.050,1.000,1.112,400
6,9.451,6817050,340391,15238,500,1000,0.100,0.050,1.000,1.162,500
7,12.432,8964786,447761,20863,600,1000,0.100,0.050,1.000,1.234,600
8,15.487,11165396,557800,26231,700,1000,0.100,0.050,1.000,1.269,700
9,18.970,13674191,683253,34854,800,1000,0.100,0.050,1.000,1.386,800
10,23.840,17182311,858635,43190,900,1000,0.100,0.050,1.000,1.448,900
1,0.472,346028,16841,772,0,1000,0.100,0.050,1.000,1.020,0
2,1.730,1243192,61709,2656,100,1000,0.100,0.050,1.000,1.037,100
3,4.619,3304901,164788,7491,200,1000,0.100,0.050,1.000,1.081,200
4,6.062,4335316,216288,9932,300,1000,0.100,0.050,1.000,1.106,300
5,7.876,5629433,281010,13152,400,1000,0.100,0.050,1.000,1.140,400
6,11.950,8536636,426363,20977,500,1000,0.100,0.050,1.000,1.216,500
7,13.134,9381847,468616,22702,600,1000,0.100,0.050,1.000,1.216,600
8,16.178,11553542,577226,27060,700,1000,0.100,0.050,1.000,1.276,700
9,20.272,14475576,723285,35658,800,1000,0.100,0.050,1.000,1.377,800
10,17.707,12644870,631771,29532,900,1000,0.100,0.050,1.000,1.314,900
1,0.708,444131,21747,996,0,1000,0.100,0.050,1.000,1.018,0
2,2.191,1355183,67281,2970,100,1000,0.100,0.050,1.000,1.039,100
3,5.040,3104504,154743,7138,200,1000,0.100,0.050,1.000,1.078,200
4,8.024,4936487,246356,11356,300,1000,0.100,0.050,1.000,1.105,300
5,8.277,5091886,254128,11363,400,1000,0.100,0.050,1.000,1.137,400
6,9.340,5744662,286759,12514,500,1000,0.100,0.050,1.000,1.134,500
7,12.421,7636838,381375,17171,600,1000,0.100,0.050,1.000,1.184,600
8,18.462,11346060,566833,28394,700,1000,0.100,0.050,1.000,1.297,700
9,16.800,10325375,515808,24059,800,1000,0.100,0.050,1.000,1.253,800
10,18.737,11514991,575274,26124,900,1000,0.100,0.050,1.000,1.284,900
1,0.738,518802,25476,1181,0,1000,0.100,0.050,1.000,1.023,0
2,2.198,1526255,75843,3209,100,1000,0.100,0.050,1.000,1.038,100
3,4.796,3319412,165500,7918,200,1000,0.100,0.050,1.000,1.090,200
4,6.188,4279935,213526,9581,300,1000,0.100,0.050,1.000,1.115,300
5,10.602,7326134,365835,16916,400,1000,0.100,0.050,1.000,1.183,400
6,8.909,6158004,307424,13943,500,1000,0.100,0.050,1.000,1.120,500
7,17.202,11880568,593558,28741,600,1000,0.100,0.050,1.000,1.293,600
8,14.840,10250508,512051,24289,700,1000,0.100,0.050,1.000,1.257,700
9,14.413,9956081,497328,22785,800,1000,0.100,0.050,1.000,1.220,800
10,20.114,13890070,694039,33354,900,1000,0.100,0.050,1.000,1.347,900
1,0.578,463150,22691,1027,0,1000,0.100,0.050,1.000,1.016,0
2,1.669,1319873,65513,2746,100,1000,0.100,0.050,1.000,1.038,100
3,3.851,3033197,151194,7367,200,1000,0.100,0.050,1.000,1.085,200
4,5.360,4218291,210442,9778,300,1000,0.100,0.050,1.000,1.114,300
5,9.229,7256238,362338,17771,400,1000,0.100,0.050,1.000,1.193,400
6,8.654,6804311,339744,15932,500,1000,0.100,0.050,1.000,1.172,500
7,12.433,9771341,488092,24982,600,1000,0.100,0.050,1.000,1.279,600
8,20.257,15914756,795254,41115,700,1000,0.100,0.050,1.000,1.450,700
9,15.849,12453801,622201,29284,800,1000,0.100,0.050,1.000,1.294,800
10,22.121,17378003,868449,43501,900,1000,0.100,0.050,1.000,1.432,900
1,0.564,403420,19701,941,0,1000,0.100,0.050,1.000,1.022,0
2,2.009,1412253,70120,3057,100,1000,0.100,0.050,1.000,1.040,100
3,4.772,3340411,166546,7604,200,1000,0.100,0.050,1.000,1.076,200
4,4.952,3466164,172824,7414,300,1000,0.100,0.050,1.000,1.100,300
5,8.703,6084651,303757,14024,400,1000,0.100,0.050,1.000,1.174,400
6,9.756,6819578,340500,15716,500,1000,0.100,0.050,1.000,1.151,500
7,15.401,10759237,537495,26172,600,1000,0.100,0.050,1.000,1.274,600
8,14.162,9894847,494273,23835,700,1000,0.100,0.050,1.000,1.245,700
9,20.942,14627400,730909,36479,800,1000,0.100,0.050,1.000,1.385,800
10,18.738,13088726,653963,30558,900,1000,0.100,0.050,1.000,1.305,900
1,0.728,519386,25503,1222,0,1000,0.100,0.050,1.000,1.021,0
2,2.243,1581159,78585,3467,100,1000,0.100,0.050,1.000,1.055,100
3,3.152,2218442,110446,4566,200,1000,0.100,0.050,1.000,1.073,200
4,6.115,4294508,214251,9813,300,1000,0.100,0.050,1.000,1.105,300
5,7.626,5352720,267158,12589,400,1000,0.100,0.050,1.000,1.128,400
6,9.587,6726785,335880,15372,500,1000,0.100,0.050,1.000,1.155,500
7,13.061,9161572,457598,21759,600,1000,0.100,0.050,1.000,1.220,600
8,15.838,11106881,554875,25805,700,1000,0.100,0.050,1.000,1.274,700
9,18.466,12948649,646948,29871,800,1000,0.100,0.050,1.000,1.294,800
10,23.184,16254099,812235,39504,900,1000,0.100,0.050,1.000,1.437,900
1,0.676,494540,24262,1114,0,1000,0.100,0.050,1.000,1.023,0
2,2.478,1788224,88940,4158,100,1000,0.100,0.050,1.000,1.047,100
3,3.998,2879655,143484,6296,200,1000,0.100,0.050,1.000,1.082,200
4,5.406,3889480,193987,8790,300,1000,0.100,0.050,1.000,1.110,300
5,7.281,5235585,261303,11703,400,1000,0.100,0.050,1.000,1.114,400
6,13.667,9818779,490458,24317,500,1000,0.100,0.050,1.000,1.271,500
7,14.296,10270037,513021,23348,600,1000,0.100,0.050,1.000,1.229,600
8,15.012,10783740,538717,25142,700,1000,0.100,0.050,1.000,1.271,700
9,17.475,12551922,627124,30713,800,1000,0.100,0.050,1.000,1.291,800
10,19.711,14157067,707364,33549,900,1000,0.100,0.050,1.000,1.349,900
1,0.642,433377,21204,1002,0,1000,0.100,0.050,1.000,1.018,0
2,2.432,1615885,80320,3783,100,1000,0.100,0.050,1.000,1.045,100
3,6.098,4037277,201376,9506,200,1000,0.100,0.050,1.000,1.106,200
4,5.744,3803049,189680,8148,300,1000,0.100,0.050,1.000,1.083,300
5,8.584,5678707,283463,13078,400,1000,0.100,0.050,1.000,1.145,400
6,13.356,8830254,441042,21124,500,1000,0.100,0.050,1.000,1.221,500
7,11.036,7298795,364442,16527,600,1000,0.100,0.050,1.000,1.182,600
8,14.661,9692289,484136,22638,700,1000,0.100,0.050,1.000,1.249,700
9,16.724,11055060,552281,25457,800,1000,0.100,0.050,1.000,1.290,800
10,20.724,13696906,684366,31659,900,1000,0.100,0.050,1.000,1.328,900
1,0.575,436847,21369,979,0,1000,0.100,0.050,1.000,1.020,0
2,2.037,1523307,75709,3368,100,1000,0.100,0.050,1.000,1.033,100
3,3.746,2793348,139189,6153,200,1000,0.100,0.050,1.000,1.075,200
4,5.435,4049161,201967,9408,300,1000,0.100,0.050,1.000,1.103,300
5,7.782,5793051,289171,13463,400,1000,0.100,0.050,1.000,1.148,400
6,9.420,7010422,350037,15963,500,1000,0.100,0.050,1.000,1.176,500
7,9.243,6879150,343481,14746,600,1000,0.100,0.050,1.000,1.146,600
8,17.621,13105112,654789,33775,700,1000,0.100,0.050,1.000,1.361,700
9,21.824,16229115,810982,40188,800,1000,0.100,0.050,1.000,1.411,800
10,22.317,16595532,829308,43356,900,1000,0.100,0.050,1.000,1.473,900
1,0.599,445847,21814,1030,0,1000,0.100,0.050,1.000,1.017,0
2,1.782,1308125,64919,3018,100,1000,0.100,0.050,1.000,1.037,100
3,4.556,3328827,165968,7467,200,1000,0.100,0.050,1.000,1.087,200
4,5.313,3880752,193554,8712,300,1000,0.100,0.050,1.000,1.086,300
5,7.458,5443009,271684,12597,400,1000,0.100,0.050,1.000,1.129,400
6,8.864,6467310,322898,14677,500,1000,0.100,0.050,1.000,1.155,500
7,12.897,9405767,469803,21825,600,1000,0.100,0.050,1.000,1.245,600
8,14.296,10425371,520786,24440,700,1000,0.100,0.050,1.000,1.246,700
9,19.394,14138923,706479,34633,800,1000,0.100,0.050,1.000,1.343,800
10,24.841,18107374,904895,44963,900,1000,0.100,0.050,1.000,1.459,900
1,0.704,441650,21603,1032,0,1000,0.100,0.050,1.000,1.020,0
2,2.501,1543662,76709,3277,100,1000,0.100,0.050,1.000,1.042,100
3,5.237,3222085,160629,6982,200,1000,0.100,0.050,1.000,1.069,200
4,6.482,3986055,198823,9038,300,1000,0.100,0.050,1.000,1.101,300
5,8.165,5018591,250432,10705,400,1000,0.100,0.050,1.000,1.132,400
6,9.756,5994014,299230,14065,500,1000,0.100,0.050,1.000,1.149,500
7,13.241,8132303,406142,18736,600,1000,0.100,0.050,1.000,1.166,600
8,18.995,11661726,582613,28119,700,1000,0.100,0.050,1.000,1.282,700
9,18.771,11524029,575738,26674,800,1000,0.100,0.050,1.000,1.268,800
10,16.148,9915652,495303,20668,900,1000,0.100,0.050,1.000,1.203,900
1,0.535,382616,18666,891,0,1000,0.100,0.050,1.000,1.026,0
2,1.616,1136402,56351,2245,100,1000,0.100,0.050,1.000,1.023,100
3,3.950,2764839,137773,5988,200,1000,0.100,0.050,1.000,1.057,200
4,7.519,5254853,262268,12570,300,1000,0.100,0.050,1.000,1.140,300
5,8.245,5761252,287576,12969,400,1000,0.100,0.050,1.000,1.142,400
6,11.584,8090803,404060,19040,500,1000,0.100,0.050,1.000,1.192,500
7,9.970,6964832,347767,15515,600,1000,0.100,0.050,1.000,1.169,600
8,13.725,9584351,478738,21781,700,1000,0.100,0.050,1.000,1.233,700
9,17.150,11973492,598202,28817,800,1000,0.100,0.050,1.000,1.332,800
10,25.705,17941243,896576,44941,900,1000,0.100,0.050,1.000,1.474,900
1,0.486,352757,17174,785,0,1000,0.100,0.050,1.000,1.019,0
2,2.267,1612958,80164,3556,100,1000,0.100,0.050,1.000,1.055,100
3,3.584,2543187,126703,5520,200,1000,0.100,0.050,1.000,1.087,200
4,5.609,3975934,198314,8986,300,1000,0.100,0.050,1.000,1.101,300
5,7.283,5159833,257507,11637,400,1000,0.100,0.050,1.000,1.112,400
6,11.194,7924764,395765,18563,500,1000,0.100,0.050,1.000,1.193,500
7,13.247,9377030,468374,21955,600,1000,0.100,0.050,1.000,1.214,600
8,16.970,12009306,599992,28415,700,1000,0.100,0.050,1.000,1.291,700
9,20.275,14346942,716857,35098,800,1000,0.100,0.050,1.000,1.360,800
10,19.084,13504380,674751,31362,900,1000,0.100,0.050,1.000,1.308,900
1,0.668,476226,23339,1118,0,1000,0.100,0.050,1.000,1.017,0
2,1.868,1314447,65256,2827,100,1000,0.100,0.050,1.000,1.029,100
3,3.614,2534196,126233,5561,200,1000,0.100,0.050,1.000,1.065,200
4,4.402,3084254,153744,6451,300,1000,0.100,0.050,1.000,1.068,300
5,7.517,5260355,262539,11689,400,1000,0.100,0.050,1.000,1.116,400
6,10.469,7322624,365648,16866,500,1000,0.100,0.050,1.000,1.173,500
7,12.422,8686974,433878,20225,600,1000,0.100,0.050,1.000,1.217,600
8,18.132,12675930,633315,30165,700,1000,0.100,0.050,1.000,1.295,700
9,15.236,10652944,532168,24591,800,1000,0.100,0.050,1.000,1.260,800
10,25.673,17943209,896693,46200,900,1000,0.100,0.050,1.000,1.469,900
1,0.618,450958,22081,1047,0,1000,0.100,0.050,1.000,1.017,0
2,2.247,1615318,80293,3590,100,1000,0.100,0.050,1.000,1.038,100
3,4.464,3200208,159533,7043,200,1000,0.100,0.050,1.000,1.093,200
4,5.959,4268753,212967,9696,300,1000,0.100,0.050,1.000,1.114,300
5,7.889,5648005,281934,13082,400,1000,0.100,0.050,1.000,1.115,400
6,10.437,7469300,372997,17399,500,1000,0.100,0.050,1.000,1.170,500
7,16.021,11460076,572544,28409,600,1000,0.100,0.050,1.000,1.299,600
8,13.102,9373926,468227,21353,700,1000,0.100,0.050,1.000,1.231,700
9,18.744,13407001,669874,31985,800,1000,0.100,0.050,1.000,1.327,800
10,20.519,14675439,733289,35793,900,1000,0.100,0.050,1.000,1.383,900
1,0.699,517883,25433,1184,0,1000,0.100,0.050,1.000,1.023,0
2,1.980,1450021,72024,3184,100,1000,0.100,0.050,1.000,1.049,100
3,4.790,3493851,174237,8488,200,1000,0.100,0.050,1.000,1.101,200
4,6.628,4831397,241091,11196,300,1000,0.100,0.050,1.000,1.123,300
5,6.603,4813258,240196,10669,400,1000,0.100,0.050,1.000,1.100,400
6,10.990,8005248,399788,19205,500,1000,0.100,0.050,1.000,1.213,500
7,11.206,8162758,407657,19309,600,1000,0.100,0.050,1.000,1.220,600
8,16.138,11750689,587052,26645,700,1000,0.100,0.050,1.000,1.280,700
9,16.576,12069445,602981,28669,800,1000,0.100,0.050,1.000,1.281,800
10,24.390,17754879,887256,46990,900,1000,0.100,0.050,1.000,1.497,900
1,0.647,422241,20648,994,0,1000,0.100,0.050,1.000,1.022,0
2,2.388,1534848,76268,3574,100,1000,0.100,0.050,1.000,1.053,100
3,3.590,2302178,114634,4874,200,1000,0.100,0.050,1.000,1.068,200
4,6.457,4133667,206211,9139,300,1000,0.100,0.050,1.000,1.090,300
5,10.017,6407114,319892,14752,400,1000,0.100,0.050,1.000,1.158,400
6,10.444,6679823,333516,15230,500,1000,0.100,0.050,1.000,1.175,500
7,13.909,8893317,444179,20777,600,1000,0.100,0.050,1.000,1.234,600
8,12.613,8065258,402794,17329,700,1000,0.100,0.050,1.000,1.169,700
9,19.576,12512838,625169,30021,800,1000,0.100,0.050,1.000,1.287,800
10,20.360,13013764,650206,29633,900,1000,0.100,0.050,1.000,1.301,900
1,0.530,380919,18569,830,0,1000,0.100,0.050,1.000,1.013,0
2,2.175,1533214,76204,3448,100,1000,0.100,0.050,1.000,1.036,100
3,4.421,3108380,154938,7044,200,1000,0.100,0.050,1.000,1.090,200
4,7.756,5444738,271781,12507,300,1000,0.100,0.050,1.000,1.134,300
5,8.227,5775015,288295,13435,400,1000,0.100,0.050,1.000,1.147,400
6,9.120,6401314,319600,14302,500,1000,0.100,0.050,1.000,1.148,500
7,11.510,8076374,403361,18067,600,1000,0.100,0.050,1.000,1.176,600
8,13.707,9616717,480341,21592,700,1000,0.100,0.050,1.000,1.195,700
9,22.265,15614376,780236,39711,800,1000,0.100,0.050,1.000,1.404,800
10,20.289,14229006,710976,34364,900,1000,0.100,0.050,1.000,1.361,900
1,0.619,404966,19780,898,0,1000,0.100,0.050,1.000,1.016,0
2,2.463,1582733,78666,3428,100,1000,0.100,0.050,1.000,1.041,100
3,4.596,2944889,146783,6395,200,1000,0.100,0.050,1.000,1.066,200
4,6.296,4030705,201064,9222,300,1000,0.100,0.050,1.000,1.114,300
5,8.775,5614058,280246,12887,400,1000,0.100,0.050,1.000,1.128,400
6,10.593,6775627,338301,15682,500,1000,0.100,0.050,1.000,1.149,500
7,16.241,10383335,518699,25599,600,1000,0.100,0.050,1.000,1.270,600
8,17.515,11197587,559405,27567,700,1000,0.100,0.050,1.000,1.295,700
9,13.434,8590520,429046,18767,800,1000,0.100,0.050,1.000,1.197,800
10,19.469,12445016,621782,29755,900,1000,0.100,0.050,1.000,1.309,900
1,0.694,480750,23568,1055,0,1000,0.100,0.050,1.000,1.017,0
2,2.247,1535623,76315,3235,100,1000,0.100,0.050,1.000,1.040,100
3,4.690,3195138,159280,7684,200,1000,0.100,0.050,1.000,1.091,200
4,5.574,3795467,189291,8046,300,1000,0.100,0.050,1.000,1.094,300
5,8.256,5616908,280386,13057,400,1000,0.100,0.050,1.000,1.168,400
6,9.951,6768787,337970,15326,500,1000,0.100,0.050,1.000,1.173,500
7,11.762,7998502,399456,17782,600,1000,0.100,0.050,1.000,1.180,600
8,15.063,10241419,511592,23880,700,1000,0.100,0.050,1.000,1.237,700
9,16.216,11024258,550728,26566,800,1000,0.100,0.050,1.000,1.257,800
10,25.548,17362667,867674,42845,900,1000,0.100,0.050,1.000,1.474,900
1,0.745,558414,27446,1309,0,1000,0.100,0.050,1.000,1.020,0
2,2.604,1929104,95965,4486,100,1000,0.100,0.050,1.000,1.061,100
3,4.314,3188456,158955,7188,200,1000,0.100,0.050,1.000,1.086,200
4,6.052,4469652,223007,10509,300,1000,0.100,0.050,1.000,1.125,300
5,7.000,5168122,257929,11327,400,1000,0.100,0.050,1.000,1.122,400
6,8.850,6531309,326096,14714,500,1000,0.100,0.050,1.000,1.140,500
7,15.952,11765139,587787,28630,600,1000,0.100,0.050,1.000,1.292,600
8,15.518,11445034,571791,27381,700,1000,0.100,0.050,1.000,1.260,700
9,15.783,11640610,581562,26396,800,1000,0.100,0.050,1.000,1.274,800
10,23.181,17091924,854137,41935,900,1000,0.100,0.050,1.000,1.443,900
1,0.534,394757,19269,940,0,1000,0.100,0.050,1.000,1.015,0
2,1.792,1302930,64663,2909,100,1000,0.100,0.050,1.000,1.041,100
3,3.774,2733348,136188,6206,200,1000,0.100,0.050,1.000,1.069,200
4,5.716,4135025,206267,9382,300,1000,0.100,0.050,1.000,1.101,300
5,8.078,5839828,291519,13738,400,1000,0.100,0.050,1.000,1.118,400
6,9.047,6538596,326474,14935,500,1000,0.100,0.050,1.000,1.137,500
7,14.031,10136150,506320,24526,600,1000,0.100,0.050,1.000,1.258,600
8,11.860,8569444,427995,19287,700,1000,0.100,0.050,1.000,1.192,700
9,18.098,13071193,653085,31523,800,1000,0.100,0.050,1.000,1.295,800
10,27.070,19546457,976850,51558,900,1000,0.100,0.050,1.000,1.530,900
1,0.771,575051,28294,1297,0,1000,0.100,0.050,1.000,1.021,0
2,1.877,1387995,68908,3009,100,1000,0.100,0.050,1.000,1.047,100
3,3.998,2945547,146803,6695,200,1000,0.100,0.050,1.000,1.080,200
