Account,Influence Score,Total Impressions,Total Engagements,Human Followers,Bot Followers,Tweets,Avg Tweet Quality,Avg Engagement Rate,Tweet Probability,Popularity Multiplier,DoNotUse
9,20.583,14724812,735758,38552,800,1000,0.100,0.050,1.000,1.380,800
10,21.515,15390245,769046,37311,900,1000,0.100,0.050,1.000,1.398,900
1,0.598,449018,21989,1037,0,1000,0.100,0.050,1.000,1.017,0
2,2.026,1500253,74525,3270,100,1000,0.100,0.050,1.000,1.049,100
3,4.137,3053054,152185,6879,200,1000,0.100,0.050,1.000,1.089,200
4,4.794,3536301,176337,7367,300,1000,0.100,0.050,1.000,1.081,300
5,10.036,7392644,369159,17324,400,1000,0.100,0.050,1.000,1.185,400
6,8.962,6602604,329651,14867,500,1000,0.100,0.050,1.000,1.134,500
7,11.611,8551057,427090,19178,600,1000,0.100,0.050,1.000,1.210,600
8,17.852,13142362,656658,32516,700,1000,0.100,0.050,1.000,1.317,700
9,19.538,14382740,718669,36141,800,1000,0.100,0.050,1.000,1.357,800
10,20.446,15050814,752073,35068,900,1000,0.100,0.050,1.000,1.342,900
1,0.587,429933,21022,999,0,1000,0.100,0.050,1.000,1.019,0
2,2.257,1625186,80792,3530,100,1000,0.100,0.050,1.000,1.048,100
3,3.700,2658181,132429,5836,200,1000,0.100,0.050,1.000,1.065,200
4,6.866,4924463,245751,11284,300,1000,0.100,0.050,1.000,1.120,300
5,6.503,4664159,232749,10095,400,1000,0.100,0.050,1.000,1.118,400
6,11.813,8465567,422819,20512,500,1000,0.100,0.050,1.000,1.200,500
7,12.985,9304987,464777,22106,600,1000,0.100,0.050,1.000,1.227,600
8,17.220,12336114,616347,29044,700,1000,0.100,0.050,1.000,1.302,700
9,15.482,11092457,554149,25147,800,1000,0.100,0.050,1.000,1.259,800
10,22.586,16177742,808403,39520,900,1000,0.100,0.050,1.000,1.459,900
1,0.551,405293,19809,924,0,1000,0.100,0.050,1.000,1.018,0
2,2.258,1633753,81216,3553,100,1000,0.100,0.050,1.000,1.044,100
3,4.210,3038276,151437,7110,200,1000,0.100,0.050,1.000,1.070,200
4,6.253,4508239,224928,10824,300,1000,0.100,0.050,1.000,1.137,300
5,9.125,6573951,328220,14909,400,1000,0.100,0.050,1.000,1.164,400
6,10.180,7333297,366200,17149,500,1000,0.100,0.050,1.000,1.190,500
7,12.178,8770225,438049,19832,600,1000,0.100,0.050,1.000,1.227,600
8,15.792,11370967,568071,26942,700,1000,0.100,0.050,1.000,1.293,700
9,18.068,13007810,649933,32377,800,1000,0.100,0.050,1.000,1.335,800
10,21.385,15394757,769260,38488,900,1000,0.100,0.050,1.000,1.379,900
1,0.542,405348,19797,908,0,1000,0.100,0.050,1.000,1.018,0
2,2.683,1969707,98011,4577,100,1000,0.100,0.050,1.000,1.063,100
3,4.219,3092664,154156,7211,200,1000,0.100,0.050,1.000,1.082,200
4,4.939,3618346,180442,7891,300,1000,0.100,0.050,1.000,1.076,300
5,7.939,5810774,290066,13716,400,1000,0.100,0.050,1.000,1.132,400
6,10.873,7954750,397267,18729,500,1000,0.100,0.050,1.000,1.197,500
7,14.623,10694480,534259,26169,600,1000,0.100,0.050,1.000,1.298,600
8,15.222,11132393,556148,26024,700,1000,0.100,0.050,1.000,1.279,700
9,19.241,14069081,702978,32662,800,1000,0.100,0.050,1.000,1.374,800
10,19.720,14419066,720485,34394,900,1000,0.100,0.050,1.000,1.354,900
1,0.721,496590,24378,1105,0,1000,0.100,0.050,1.000,1.022,0
2,1.996,1358414,67449,2919,100,1000,0.100,0.050,1.000,1.037,100
3,3.616,2453361,122193,5158,200,1000,0.100,0.050,1.000,1.051,200
4,5.082,3444036,171727,7396,300,1000,0.100,0.050,1.000,1.077,300
5,7.873,5330201,266046,11832,400,1000,0.100,0.050,1.000,1.149,400
6,12.316,8332797,416169,19750,500,1000,0.100,0.050,1.000,1.202,500
7,14.797,10009119,499983,24309,600,1000,0.100,0.050,1.000,1.250,600
8,13.574,9182567,458654,21112,700,1000,0.100,0.050,1.000,1.229,700
9,19.133,12939412,646499,32037,800,1000,0.100,0.050,1.000,1.364,800
10,20.891,14127904,705920,32370,900,1000,0.100,0.050,1.000,1.337,900
1,0.953,659715,32501,1586,0,1000,0.100,0.050,1.000,1.029,0
2,1.768,1214765,60267,2552,100,1000,0.100,0.050,1.000,1.029,100
3,4.561,3119944,155526,7255,200,1000,0.100,0.050,1.000,1.087,200
4,6.049,4134565,206239,9102,300,1000,0.100,0.050,1.000,1.121,300
5,7.965,5441040,271571,12480,400,1000,0.100,0.050,1.000,1.134,400
6,14.495,9894108,494237,23842,500,1000,0.100,0.050,1.000,1.251,500
7,13.014,8884315,443743,20039,600,1000,0.100,0.050,1.000,1.222,600
8,14.361,9802945,489668,22329,700,1000,0.100,0.050,1.000,1.233,700
9,14.973,10220295,510546,23240,800,1000,0.100,0.050,1.000,1.255,800
10,21.861,14917315,745385,35480,900,1000,0.100,0.050,1.000,1.388,900
1,0.530,396928,19383,921,0,1000,0.100,0.050,1.000,1.023,0
2,2.462,1810575,90029,4110,100,1000,0.100,0.050,1.000,1.051,100
3,4.093,3002671,149663,6448,200,1000,0.100,0.050,1.000,1.071,200
4,6.062,4443080,221677,10290,300,1000,0.100,0.050,1.000,1.104,300
5,9.567,7006978,349861,17265,400,1000,0.100,0.050,1.000,1.208,400
6,9.681,7090421,354041,16078,500,1000,0.100,0.050,1.000,1.190,500
7,13.566,9931462,496083,23388,600,1000,0.100,0.050,1.000,1.234,600
8,11.900,8712789,435163,19765,700,1000,0.100,0.050,1.000,1.224,700
9,22.929,16779572,838512,43239,800,1000,0.100,0.050,1.000,1.459,800
10,19.211,14059722,702517,33162,900,1000,0.100,0.050,1.000,1.337,900
1,0.544,367871,17906,786,0,1000,0.100,0.050,1.000,1.016,0
2,2.007,1331079,66084,2786,100,1000,0.100,0.050,1.000,1.035,100
3,3.708,2451219,122089,5532,200,1000,0.100,0.050,1.000,1.070,200
4,6.601,4356449,217345,9527,300,1000,0.100,0.050,1.000,1.090,300
5,8.630,5692690,284167,12674,400,1000,0.100,0.050,1.000,1.137,400
6,10.278,6777998,338434,15382,500,1000,0.100,0.050,1.000,1.160,500
7,13.507,8904714,444775,20491,600,1000,0.100,0.050,1.000,1.215,600
8,12.320,8123422,405686,18745,700,1000,0.100,0.050,1.000,1.166,700
9,18.557,12230865,611065,27661,800,1000,0.100,0.050,1.000,1.269,800
10,23.849,15715507,785298,40411,900,1000,0.100,0.050,1.000,1.433,900
1,0.677,452355,22145,1046,0,1000,0.100,0.050,1.000,1.018,0
2,2.402,1582011,78619,3554,100,1000,0.100,0.050,1.000,1.050,100
3,4.385,2879682,143537,6364,200,1000,0.100,0.050,1.000,1.067,200
4,5.988,3930144,196021,8555,300,1000,0.100,0.050,1.000,1.090,300
5,7.291,4782902,238662,10464,400,1000,0.100,0.050,1.000,1.105,400
6,11.441,7499564,374516,17579,500,1000,0.100,0.050,1.000,1.141,500
7,14.602,9568714,477958,22703,600,1000,0.100,0.050,1.000,1.228,600
8,13.587,8904364,444740,20945,700,1000,0.100,0.050,1.000,1.219,700
9,21.060,13797300,689372,34544,800,1000,0.100,0.050,1.000,1.341,800
10,18.567,12164835,607761,29187,900,1000,0.100,0.050,1.000,1.301,900
1,0.666,443936,21735,985,0,1000,0.100,0.050,1.000,1.019,0
2,1.883,1237705,61421,2680,100,1000,0.100,0.050,1.000,1.035,100
3,3.995,2615896,130321,5651,200,1000,0.100,0.050,1.000,1.076,200
4,6.319,4131953,206120,9685,300,1000,0.100,0.050,1.000,1.107,300
5,8.721,5698870,284468,13540,400,1000,0.100,0.050,1.000,1.147,400
6,8.754,5720156,285529,12735,500,1000,0.100,0.050,1.000,1.133,500
7,15.105,9863666,492707,22498,600,1000,0.100,0.050,1.000,1.217,600
8,14.900,9729128,485996,23751,700,1000,0.100,0.050,1.000,1.222,700
9,17.336,11318977,565481,26450,800,1000,0.100,0.050,1.000,1.258,800
10,22.320,14570179,728029,35544,900,1000,0.100,0.050,1.000,1.340,900
1,0.551,381330,18579,820,0,1000,0.100,0.050,1.000,1.013,0
2,2.144,1455231,72285,3304,100,1000,0.100,0.050,1.000,1.049,100
3,4.168,2820081,140523,6075,200,1000,0.100,0.050,1.000,1.083,200
4,7.453,5035173,251271,11555,300,1000,0.100,0.050,1.000,1.117,300
5,7.960,5377021,268370,11782,400,1000,0.100,0.050,1.000,1.118,400
6,10.162,6862256,342632,15293,500,1000,0.100,0.050,1.000,1.167,500
7,11.364,7672400,383137,17022,600,1000,0.100,0.050,1.000,1.174,600
8,18.238,12308085,614905,30415,700,1000,0.100,0.050,1.000,1.320,700
9,17.440,11769903,588016,27875,800,1000,0.100,0.050,1.000,1.289,800
10,20.521,13847347,691889,32571,900,1000,0.100,0.050,1.000,1.307,900
1,0.607,420425,20558,951,0,1000,0.100,0.050,1.000,1.020,0
2,2.235,1524563,75755,3331,100,1000,0.100,0.050,1.000,1.032,100
3,4.162,2830580,141055,6456,200,1000,0.100,0.050,1.000,1.067,200
4,6.533,4437815,221425,10084,300,1000,0.100,0.050,1.000,1.113,300
5,10.388,7050641,352078,18196,400,1000,0.100,0.050,1.000,1.197,400
6,12.772,8667000,432872,20439,500,1000,0.100,0.050,1.000,1.219,500
7,15.788,10711651,535108,25281,600,1000,0.100,0.050,1.000,1.274,600
8,13.378,9078016,453429,21424,700,1000,0.100,0.050,1.000,1.234,700
9,14.805,10045106,501770,22998,800,1000,0.100,0.050,1.000,1.252,800
10,19.333,13114444,655257,30411,900,1000,0.100,0.050,1.000,1.312,900
1,0.745,493342,24204,1083,0,1000,0.100,0.050,1.000,1.021,0
2,3.104,2026172,100829,4582,100,1000,0.100,0.050,1.000,1.048,100
3,3.883,2531801,126122,5535,200,1000,0.100,0.050,1.000,1.081,200
4,4.964,3234352,161238,7087,300,1000,0.100,0.050,1.000,1.082,300
5,7.625,4963085,247675,10972,400,1000,0.100,0.050,1.000,1.109,400
6,9.437,6139919,306521,13704,500,1000,0.100,0.050,1.000,1.171,500
7,12.574,8177565,408402,17899,600,1000,0.100,0.050,1.000,1.196,600
8,16.507,10732679,536163,25132,700,1000,0.100,0.050,1.000,1.253,700
9,22.340,14522012,725626,34601,800,1000,0.100,0.050,1.000,1.339,800
10,18.821,12235974,611321,28721,900,1000,0.100,0.050,1.000,1.279,900
1,0.456,351726,17116,794,0,1000,0.100,0.050,1.000,1.016,0
2,2.110,1593403,79208,3581,100,1000,0.100,0.050,1.000,1.054,100
3,3.466,2611098,130095,5826,200,1000,0.100,0.050,1.000,1.052,200
4,5.898,4437374,221395,10224,300,1000,0.100,0.050,1.000,1.101,300
5,7.078,5322609,265673,12082,400,1000,0.100,0.050,1.000,1.134,400
6,8.576,6447260,321889,14553,500,1000,0.100,0.050,1.000,1.132,500
7,13.022,9784999,488782,23070,600,1000,0.100,0.050,1.000,1.232,600
8,20.905,15702941,784671,41208,700,1000,0.100,0.050,1.000,1.414,700
9,15.321,11510362,575052,27037,800,1000,0.100,0.050,1.000,1.266,800
10,23.167,17400932,869572,45595,900,1000,0.100,0.050,1.000,1.413,900
1,0.531,402783,19677,921,0,1000,0.100,0.050,1.000,1.015,0
2,2.579,1919887,95534,4549,100,1000,0.100,0.050,1.000,1.055,100
3,3.886,2888286,143931,6792,200,1000,0.100,0.050,1.000,1.080,200
4,5.370,3986478,198869,8457,300,1000,0.100,0.050,1.000,1.100,300
5,9.343,6929728,346016,17108,400,1000,0.100,0.050,1.000,1.170,400
6,12.851,9528187,475944,23372,500,1000,0.100,0.050,1.000,1.254,500
7,11.611,8610049,430031,19968,600,1000,0.100,0.050,1.000,1.190,600
8,15.871,11765796,587817,28166,700,1000,0.100,0.050,1.000,1.300,700
9,20.573,15248232,761947,37062,800,1000,0.100,0.050,1.000,1.389,800
10,17.386,12887964,643905,31247,900,1000,0.100,0.050,1.000,1.325,900
1,0.623,440738,21576,1021,0,1000,0.100,0.050,1.000,1.017,0
2,2.066,1439478,71503,3259,100,1000,0.100,0.050,1.000,1.045,100
3,3.456,2401262,119598,5417,200,1000,0.100,0.050,1.000,1.059,200
4,7.211,5000784,249555,12032,300,1000,0.100,0.050,1.000,1.131,300
5,9.569,6632947,331176,15882,400,1000,0.100,0.050,1.000,1.174,400
6,10.410,7215451,360302,17013,500,1000,0.100,0.050,1.000,1.220,500
7,13.609,9429097,470988,22445,600,1000,0.100,0.050,1.000,1.212,600
8,16.800,11637884,581446,27161,700,1000,0.100,0.050,1.000,1.263,700
9,17.528,12142546,606653,28491,800,1000,0.100,0.050,1.000,1.295,800
10,18.728,12972912,648165,29517,900,1000,0.100,0.050,1.000,1.305,900
1,0.535,366144,17837,769,0,1000,0.100,0.050,1.000,1.019,0
2,2.543,1706263,84844,3769,100,1000,0.100,0.050,1.000,1.048,100
3,3.519,2358150,117431,4966,200,1000,0.100,0.050,1.000,1.058,200
4,6.532,4368702,217952,10113,300,1000,0.100,0.050,1.000,1.125,300
5,7.629,5100809,254563,10892,400,1000,0.100,0.050,1.000,1.122,400
6,10.130,6769908,338030,15832,500,1000,0.100,0.050,1.000,1.196,500
7,13.491,9013258,450176,21421,600,1000,0.100,0.050,1.000,1.222,600
8,20.305,13560554,677547,34204,700,1000,0.100,0.050,1.000,1.338,700
9,17.397,11619486,580506,26027,800,1000,0.100,0.050,1.000,1.299,800
10,17.919,11968189,597934,27461,900,1000,0.100,0.050,1.000,1.302,900
1,0.845,575280,28305,1389,0,1000,0.100,0.050,1.000,1.020,0
2,2.399,1616319,80342,3709,100,1000,0.100,0.050,1.000,1.046,100
3,5.843,3924198,195723,9968,200,1000,0.100,0.050,1.000,1.102,200
4,6.123,4111462,205093,9609,300,1000,0.100,0.050,1.000,1.103,300
5,9.315,6249480,311989,14625,400,1000,0.100,0.050,1.000,1.172,400
6,9.138,6131259,306073,13334,500,1000,0.100,0.050,1.000,1.132,500
7,10.815,7254318,362242,15304,600,1000,0.100,0.050,1.000,1.162,600
8,15.172,10173218,508194,24476,700,1000,0.100,0.050,1.000,1.252,700
9,20.999,14076303,703347,34024,800,1000,0.100,0.050,1.000,1.356,800
10,19.351,12972430,648161,30428,900,1000,0.100,0.050,1.000,1.298,900
1,0.604,445114,21780,1015,0,1000,0.100,0.050,1.000,1.018,0
2,2.224,1612871,80165,3627,100,1000,0.100,0.050,1.000,1.046,100
3,4.756,3437615,171419,8288,200,1000,0.100,0.050,1.000,1.085,200
4,6.063,4379270,218502,9989,300,1000,0.100,0.050,1.000,1.111,300
5,8.657,6249440,311984,14264,400,1000,0.100,0.050,1.000,1.140,400
6,13.107,9457172,472382,22863,500,1000,0.100,0.050,1.000,1.222,500
7,12.358,8917337,445370,21039,600,1000,0.100,0.050,1.000,1.178,600
8,14.461,10432506,521158,24877,700,1000,0.100,0.050,1.000,1.277,700
9,15.962,11514951,575288,26537,800,1000,0.100,0.050,1.000,1.314,800
10,21.808,15728887,785957,37276,900,1000,0.100,0.050,1.000,1.367,900
1,0.682,480317,23543,1097,0,1000,0.100,0.050,1.000,1.015,0
2,2.310,1603413,79714,3681,100,1000,0.100,0.050,1.000,1.044,100
3,4.250,2942639,146664,6556,200,1000,0.100,0.050,1.000,1.074,200
4,5.464,3781188,188569,8229,300,1000,0.100,0.050,1.000,1.082,300
5,6.405,4430377,221048,9179,400,1000,0.100,0.050,1.000,1.091,400
6,9.909,6849249,341985,14914,500,1000,0.100,0.050,1.000,1.169,500
7,14.199,9810452,490047,23935,600,1000,0.100,0.050,1.000,1.240,600
8,13.920,9618024,480428,22536,700,1000,0.100,0.050,1.000,1.226,700
9,22.119,15277445,763396,38155,800,1000,0.100,0.050,1.000,1.402,800
10,20.744,14328173,715926,35045,900,1000,0.100,0.050,1.000,1.364,900
1,0.516,360478,17556,823,0,1000,0.100,0.050,1.000,1.016,0
2,2.228,1525051,75786,3442,100,1000,0.100,0.050,1.000,1.048,100
3,4.209,2872775,143170,6804,200,1000,0.100,0.050,1.000,1.092,200
4,6.591,4493362,224199,10282,300,1000,0.100,0.050,1.000,1.132,300
5,9.451,6438620,321461,15479,400,1000,0.100,0.050,1.000,1.174,400
