2,2.285,1.043,100
3,3.869,1.067,200
4,6.332,1.092,300
5,6.928,1.095,400
6,10.846,1.172,500
7,12.237,1.175,600
8,15.712,1.182,700
9,20.896,1.322,800
10,20.340,1.324,900
1,0.623,1.019,0
2,2.698,1.058,100
3,3.951,1.065,200
4,6.240,1.115,300
5,8.087,1.158,400
6,11.480,1.242,500
7,14.805,1.284,600
8,16.367,1.284,700
9,16.969,1.341,800
10,18.782,1.351,900
1,0.628,1.025,0
2,1.647,1.031,100
3,3.474,1.070,200
4,4.751,1.074,300
5,7.419,1.115,400
6,8.870,1.147,500
7,12.426,1.227,600
8,15.997,1.311,700
9,23.566,1.449,800
10,21.223,1.384,900
1,0.604,1.014,0
2,2.160,1.039,100
3,3.503,1.063,200
4,6.456,1.133,300
5,6.935,1.122,400
6,10.253,1.182,500
7,12.887,1.219,600
8,14.977,1.245,700
9,17.847,1.343,800
10,24.377,1.506,900
1,1.171,1.032,0
2,2.852,1.052,100
3,4.042,1.068,200
4,8.402,1.140,300
5,6.940,1.103,400
6,9.250,1.155,500
7,15.807,1.256,600
8,14.268,1.218,700
9,18.909,1.289,800
10,18.359,1.276,900
1,0.582,1.027,0
2,1.823,1.041,100
3,3.686,1.081,200
4,6.155,1.110,300
5,7.795,1.129,400
6,9.465,1.184,500
7,15.750,1.300,600
8,17.134,1.333,700
9,16.916,1.313,800
10,20.696,1.386,900
1,0.574,1.017,0
2,2.206,1.044,100
3,4.535,1.078,200
4,5.960,1.109,300
5,8.060,1.116,400
6,9.188,1.142,500
7,11.934,1.178,600
8,17.967,1.271,700
9,15.781,1.251,800
10,23.795,1.418,900
1,0.709,1.017,0
2,2.724,1.038,100
3,4.493,1.063,200
4,4.726,1.061,300
5,7.956,1.141,400
6,9.273,1.129,500
7,12.329,1.188,600
8,15.140,1.226,700
9,22.118,1.387,800
10,20.532,1.332,900
1,0.723,1.016,0
2,2.524,1.053,100
3,3.591,1.064,200
4,6.371,1.104,300
5,6.988,1.087,400
6,11.529,1.179,500
7,10.715,1.161,600
8,14.698,1.209,700
9,20.111,1.318,800
10,22.750,1.372,900
1,0.719,1.015,0
2,2.415,1.038,100
3,4.626,1.083,200
4,7.643,1.122,300
5,7.417,1.133,400
6,10.426,1.151,500
7,13.580,1.214,600
8,14.605,1.224,700
9,18.785,1.320,800
10,19.783,1.318,900
1,0.570,1.019,0
2,1.860,1.046,100
3,4.651,1.092,200
4,6.577,1.126,300
5,7.294,1.129,400
6,8.495,1.118,500
7,9.640,1.164,600
8,15.907,1.290,700
9,24.021,1.471,800
10,20.985,1.380,900
1,0.617,1.021,0
2,1.927,1.038,100
3,4.224,1.078,200
4,5.107,1.083,300
5,7.975,1.116,400
6,11.348,1.224,500
7,11.471,1.213,600
8,16.143,1.286,700
9,24.829,1.522,800
10,16.358,1.259,900
1,0.718,1.020,0
2,2.140,1.037,100
3,4.667,1.093,200
4,5.764,1.084,300
5,10.797,1.195,400
6,8.374,1.114,500
7,13.987,1.234,600
8,12.375,1.178,700
9,17.988,1.321,800
10,23.190,1.359,900
1,0.562,1.023,0
2,2.316,1.056,100
3,4.091,1.067,200
4,5.869,1.102,300
5,8.043,1.114,400
6,8.992,1.151,500
7,13.637,1.215,600
8,14.675,1.220,700
9,21.791,1.403,800
10,20.025,1.307,900
1,0.546,1.017,0
2,1.653,1.039,100
3,2.885,1.046,200
4,6.165,1.104,300
5,5.502,1.084,400
6,11.431,1.204,500
7,11.107,1.195,600
8,11.635,1.184,700
9,19.110,1.334,800
10,29.965,1.615,900
1,0.654,1.016,0
2,2.294,1.047,100
3,3.679,1.066,200
4,5.711,1.086,300
5,7.797,1.126,400
6,9.863,1.150,500
7,13.994,1.268,600
8,14.466,1.247,700
9,16.880,1.297,800
10,24.662,1.440,900
1,0.562,1.019,0
2,2.078,1.044,100
3,4.053,1.066,200
4,7.187,1.141,300
5,8.318,1.176,400
6,10.123,1.181,500
7,13.198,1.224,600
8,15.796,1.256,700
9,17.412,1.281,800
10,21.274,1.371,900
1,0.656,1.021,0
2,2.074,1.047,100
3,4.252,1.084,200
4,6.409,1.108,300
5,8.583,1.154,400
6,10.788,1.170,500
7,13.253,1.198,600
8,13.908,1.207,700
9,18.668,1.308,800
10,21.408,1.330,900
1,0.783,1.022,0
2,1.841,1.037,100
3,4.886,1.086,200
4,5.166,1.080,300
5,8.616,1.161,400
6,9.073,1.137,500
7,11.226,1.179,600
8,17.293,1.268,700
9,21.401,1.350,800
10,19.715,1.336,900
