Account,Influence Score,Total Impressions,Total Engagements,Human Followers,Bot Followers,Tweets,Avg Tweet Quality,Avg Engagement Rate,Tweet Probability,Popularity Multiplier,DoNotUse
6,11.636,506427,24851,1178,0,1000,0.100,0.050,1.000,1.019,0
7,9.201,402379,19651,905,0,1000,0.100,0.050,1.000,1.017,0
8,9.581,418666,20462,940,0,1000,0.100,0.050,1.000,1.021,0
9,10.499,457958,22424,1030,0,1000,0.100,0.050,1.000,1.018,0
10,12.197,530188,26050,1141,0,1000,0.100,0.050,1.000,1.019,0
1,8.810,388897,18975,866,0,1000,0.100,0.050,1.000,1.017,0
2,10.335,454496,22261,991,0,1000,0.100,0.050,1.000,1.016,0
3,11.881,520933,25591,1180,0,1000,0.100,0.050,1.000,1.019,0
4,8.009,354417,17251,783,0,1000,0.100,0.050,1.000,1.011,0
5,11.423,501580,24605,1224,0,1000,0.100,0.050,1.000,1.019,0
6,9.077,400303,19551,845,0,1000,0.100,0.050,1.000,1.019,0
7,11.635,510624,25060,1210,0,1000,0.100,0.050,1.000,1.024,0
8,8.351,369124,17987,852,0,1000,0.100,0.050,1.000,1.018,0
9,11.797,517565,25410,1238,0,1000,0.100,0.050,1.000,1.022,0
10,8.682,383340,18700,899,0,1000,0.100,0.050,1.000,1.018,0
1,8.991,397773,19416,901,0,1000,0.100,0.050,1.000,1.021,0
2,7.669,340358,16562,775,0,1000,0.100,0.050,1.000,1.019,0
3,11.927,524908,25757,1232,0,1000,0.100,0.050,1.000,1.021,0
4,10.817,476761,23361,1115,0,1000,0.100,0.050,1.000,1.022,0
5,12.488,548899,26968,1281,0,1000,0.100,0.050,1.000,1.020,0
6,11.186,492648,24157,1175,0,1000,0.100,0.050,1.000,1.017,0
7,10.222,450779,22074,985,0,1000,0.100,0.050,1.000,1.017,0
8,9.085,401618,19620,914,0,1000,0.100,0.050,1.000,1.013,0
9,7.403,329150,15987,740,0,1000,0.100,0.050,1.000,1.017,0
10,10.212,450453,22054,1102,0,1000,0.100,0.050,1.000,1.020,0
1,9.808,427804,20925,915,0,1000,0.100,0.050,1.000,1.016,0
2,8.601,376088,18349,845,0,1000,0.100,0.050,1.000,1.015,0
3,8.833,386188,18844,889,0,1000,0.100,0.050,1.000,1.019,0
4,10.752,468257,22939,1044,0,1000,0.100,0.050,1.000,1.020,0
5,8.868,387885,18918,840,0,1000,0.100,0.050,1.000,1.020,0
6,10.630,462875,22678,1086,0,1000,0.100,0.050,1.000,1.022,0
7,11.204,487397,23903,1207,0,1000,0.100,0.050,1.000,1.021,0
8,8.558,374350,18258,855,0,1000,0.100,0.050,1.000,1.014,0
9,13.209,572740,28179,1288,0,1000,0.100,0.050,1.000,1.021,0
10,9.537,416422,20345,914,0,1000,0.100,0.050,1.000,1.019,0
1,12.861,563394,27701,1300,0,1000,0.100,0.050,1.000,1.022,0
2,10.678,469546,23000,966,0,1000,0.100,0.050,1.000,1.025,0
3,8.875,391623,19115,843,0,1000,0.100,0.050,1.000,1.019,0
4,11.327,497878,24398,1171,0,1000,0.100,0.050,1.000,1.019,0
5,8.606,379946,18536,844,0,1000,0.100,0.050,1.000,1.015,0
6,10.474,460672,22560,1041,0,1000,0.100,0.050,1.000,1.027,0
7,7.665,339525,16510,746,0,1000,0.100,0.050,1.000,1.014,0
8,8.451,373106,18203,830,0,1000,0.100,0.050,1.000,1.020,0
9,10.895,478665,23467,1136,0,1000,0.100,0.050,1.000,1.018,0
10,10.168,447293,21902,1059,0,1000,0.100,0.050,1.000,1.021,0
1,9.911,431713,21122,1019,0,1000,0.100,0.050,1.000,1.018,0
2,14.089,609946,30026,1511,0,1000,0.100,0.050,1.000,1.029,0
3,8.072,353500,17203,778,0,1000,0.100,0.050,1.000,1.016,0
4,10.190,444078,21716,1048,0,1000,0.100,0.050,1.000,1.023,0
5,8.168,357746,17408,838,0,1000,0.100,0.050,1.000,1.020,0
6,9.569,417394,20394,997,0,1000,0.100,0.050,1.000,1.015,0
7,12.127,526216,25845,1240,0,1000,0.100,0.050,1.000,1.023,0
8,10.261,446621,21869,997,0,1000,0.100,0.050,1.000,1.023,0
9,8.822,385472,18802,874,0,1000,0.100,0.050,1.000,1.019,0
10,8.791,383859,18735,913,0,1000,0.100,0.050,1.000,1.013,0
1,10.225,429666,21028,910,0,1000,0.100,0.050,1.000,1.019,0
2,8.707,367397,17905,826,0,1000,0.100,0.050,1.000,1.019,0
3,8.369,353775,17210,800,0,1000,0.100,0.050,1.000,1.021,0
4,8.718,367787,17928,808,0,1000,0.100,0.050,1.000,1.023,0
5,12.400,519367,25501,1244,0,1000,0.100,0.050,1.000,1.028,0
6,9.065,381908,18642,833,0,1000,0.100,0.050,1.000,1.013,0
7,14.813,618600,30462,1429,0,1000,0.100,0.050,1.000,1.021,0
8,8.673,365932,17836,817,0,1000,0.100,0.050,1.000,1.018,0
9,9.021,380478,18551,920,0,1000,0.100,0.050,1.000,1.019,0
10,10.011,421126,20587,1015,0,1000,0.100,0.050,1.000,1.015,0
1,8.899,413113,20171,945,0,1000,0.100,0.050,1.000,1.018,0
2,13.212,608366,29948,1460,0,1000,0.100,0.050,1.000,1.018,0
3,9.386,434753,21275,1035,0,1000,0.100,0.050,1.000,1.015,0
4,8.925,414159,20229,912,0,1000,0.100,0.050,1.000,1.017,0
5,11.279,520380,25565,1228,0,1000,0.100,0.050,1.000,1.019,0
6,11.342,523515,25708,1244,0,1000,0.100,0.050,1.000,1.022,0
7,8.827,409558,20007,916,0,1000,0.100,0.050,1.000,1.011,0
8,8.301,385738,18816,864,0,1000,0.100,0.050,1.000,1.012,0
9,9.510,440282,21555,968,0,1000,0.100,0.050,1.000,1.019,0
10,10.320,477105,23393,1106,0,1000,0.100,0.050,1.000,1.023,0
1,8.091,355432,17296,800,0,1000,0.100,0.050,1.000,1.013,0
2,9.738,425733,20818,991,0,1000,0.100,0.050,1.000,1.017,0
3,11.314,493249,24187,1159,0,1000,0.100,0.050,1.000,1.019,0
4,11.298,492285,24153,1170,0,1000,0.100,0.050,1.000,1.020,0
5,10.292,449233,22003,1040,0,1000,0.100,0.050,1.000,1.021,0
6,7.793,342332,16661,762,0,1000,0.100,0.050,1.000,1.018,0
7,11.170,486795,23880,1141,0,1000,0.100,0.050,1.000,1.027,0
8,9.526,416119,20365,971,0,1000,0.100,0.050,1.000,1.018,0
9,11.599,505479,24796,1133,0,1000,0.100,0.050,1.000,1.025,0
10,9.179,401697,19622,951,0,1000,0.100,0.050,1.000,1.017,0
1,7.793,335349,16312,822,0,1000,0.100,0.050,1.000,1.013,0
2,10.816,462079,22638,982,0,1000,0.100,0.050,1.000,1.016,0
3,10.289,440055,21535,991,0,1000,0.100,0.050,1.000,1.022,0
4,12.409,528624,25973,1217,0,1000,0.100,0.050,1.000,1.019,0
5,8.959,384453,18753,898,0,1000,0.100,0.050,1.000,1.023,0
6,10.913,466523,22842,1034,0,1000,0.100,0.050,1.000,1.023,0
7,10.809,461663,22625,1098,0,1000,0.100,0.050,1.000,1.021,0
8,10.764,460298,22529,1043,0,1000,0.100,0.050,1.000,1.024,0
9,8.725,374833,18262,825,0,1000,0.100,0.050,1.000,1.018,0
10,8.523,366238,17840,831,0,1000,0.100,0.050,1.000,1.019,0
1,9.432,434530,21259,944,0,1000,0.100,0.050,1.000,1.017,0
2,11.155,512253,25142,1161,0,1000,0.100,0.050,1.000,1.017,0
3,10.846,498319,24447,1107,0,1000,0.100,0.050,1.000,1.022,0
4,9.167,422762,20662,946,0,1000,0.100,0.050,1.000,1.016,0
5,7.533,348975,16978,781,0,1000,0.100,0.050,1.000,1.016,0
6,10.946,502882,24672,1141,0,1000,0.100,0.050,1.000,1.025,0
7,6.427,299049,14485,650,0,1000,0.100,0.050,1.000,1.019,0
8,12.592,576913,28382,1334,0,1000,0.100,0.050,1.000,1.025,0
9,10.803,496312,24350,1094,0,1000,0.100,0.050,1.000,1.022,0
10,11.099,509268,25016,1264,0,1000,0.100,0.050,1.000,1.016,0
1,9.906,419372,20496,975,0,1000,0.100,0.050,1.000,1.015,0
2,9.256,392478,19151,887,0,1000,0.100,0.050,1.000,1.014,0
3,11.595,489216,23990,1158,0,1000,0.100,0.050,1.000,1.021,0
4,8.829,374727,18267,779,0,1000,0.100,0.050,1.000,1.015,0
5,13.101,551464,27106,1242,0,1000,0.100,0.050,1.000,1.022,0
6,9.278,393170,19197,832,0,1000,0.100,0.050,1.000,1.025,0
7,7.301,311308,15106,701,0,1000,0.100,0.050,1.000,1.018,0
8,12.597,530817,26064,1205,0,1000,0.100,0.050,1.000,1.025,0
9,9.667,409496,20002,929,0,1000,0.100,0.050,1.000,1.022,0
10,8.472,360083,17529,769,0,1000,0.100,0.050,1.000,1.018,0
1,9.918,435972,21326,1043,0,1000,0.100,0.050,1.000,1.017,0
2,8.291,365928,17829,843,0,1000,0.100,0.050,1.000,1.017,0
3,8.320,367026,17890,847,0,1000,0.100,0.050,1.000,1.016,0
4,13.261,579602,28516,1389,0,1000,0.100,0.050,1.000,1.018,0
5,10.546,463002,22676,1076,0,1000,0.100,0.050,1.000,1.024,0
6,8.969,395010,19285,945,0,1000,0.100,0.050,1.000,1.018,0
7,10.923,479471,23488,1029,0,1000,0.100,0.050,1.000,1.016,0
8,12.646,553324,27192,1317,0,1000,0.100,0.050,1.000,1.026,0
9,8.665,381835,18633,831,0,1000,0.100,0.050,1.000,1.020,0
10,8.461,373078,18194,840,0,1000,0.100,0.050,1.000,1.016,0
1,10.889,460826,22577,1064,0,1000,0.100,0.050,1.000,1.018,0
2,10.611,449057,22000,1027,0,1000,0.100,0.050,1.000,1.021,0
3,11.864,501188,24598,1208,0,1000,0.100,0.050,1.000,1.023,0
4,9.917,420647,20562,1015,0,1000,0.100,0.050,1.000,1.023,0
5,11.764,497540,24392,1116,0,1000,0.100,0.050,1.000,1.016,0
6,8.306,353527,17221,777,0,1000,0.100,0.050,1.000,1.019,0
7,8.751,372321,18144,825,0,1000,0.100,0.050,1.000,1.017,0
8,8.880,377685,18411,817,0,1000,0.100,0.050,1.000,1.020,0
9,10.343,438425,21445,1009,0,1000,0.100,0.050,1.000,1.023,0
10,8.675,369315,17987,824,0,1000,0.100,0.050,1.000,1.015,0
1,9.636,445656,21821,970,0,1000,0.100,0.050,1.000,1.018,0
2,10.747,495992,24337,1183,0,1000,0.100,0.050,1.000,1.019,0
3,9.522,440253,21562,950,0,1000,0.100,0.050,1.000,1.013,0
4,12.052,555800,27292,1301,0,1000,0.100,0.050,1.000,1.021,0
5,10.814,499222,24489,1183,0,1000,0.100,0.050,1.000,1.020,0
6,9.243,427969,20930,920,0,1000,0.100,0.050,1.000,1.015,0
7,5.965,279542,13508,601,0,1000,0.100,0.050,1.000,1.015,0
8,11.755,541372,26618,1195,0,1000,0.100,0.050,1.000,1.025,0
9,10.610,489997,24026,1075,0,1000,0.100,0.050,1.000,1.021,0
10,9.655,446625,21863,1057,0,1000,0.100,0.050,1.000,1.016,0
1,10.417,413016,20164,926,0,1000,0.100,0.050,1.000,1.017,0
2,9.873,391364,19110,859,0,1000,0.100,0.050,1.000,1.021,0
3,10.668,422315,20650,956,0,1000,0.100,0.050,1.000,1.023,0
4,9.727,385851,18828,911,0,1000,0.100,0.050,1.000,1.017,0
5,10.312,408646,19960,936,0,1000,0.100,0.050,1.000,1.017,0
6,10.429,413098,20186,925,0,1000,0.100,0.050,1.000,1.021,0
7,11.492,454291,22244,1015,0,1000,0.100,0.050,1.000,1.017,0
8,8.961,356204,17345,812,0,1000,0.100,0.050,1.000,1.016,0
9,10.082,399784,19514,869,0,1000,0.100,0.050,1.000,1.019,0
10,8.039,320693,15561,741,0,1000,0.100,0.050,1.000,1.021,0
1,12.533,544980,26783,1219,0,1000,0.100,0.050,1.000,1.017,0
2,9.478,414413,20254,915,0,1000,0.100,0.050,1.000,1.020,0
3,10.173,444209,21741,939,0,1000,0.100,0.050,1.000,1.015,0
4,10.277,448481,21962,1046,0,1000,0.100,0.050,1.000,1.019,0
5,9.477,414534,20253,951,0,1000,0.100,0.050,1.000,1.020,0
6,11.841,515331,25305,1196,0,1000,0.100,0.050,1.000,1.019,0
7,8.625,378346,18433,829,0,1000,0.100,0.050,1.000,1.022,0
8,9.298,407121,19871,902,0,1000,0.100,0.050,1.000,1.019,0
9,9.057,396310,19355,883,0,1000,0.100,0.050,1.000,1.015,0
10,9.240,404131,19747,916,0,1000,0.100,0.050,1.000,1.022,0
1,8.662,373634,18199,919,0,1000,0.100,0.050,1.000,1.012,0
2,11.762,503818,24712,1199,0,1000,0.100,0.050,1.000,1.026,0
3,10.963,470181,23033,1101,0,1000,0.100,0.050,1.000,1.018,0
4,10.674,457777,22427,1099,0,1000,0.100,0.050,1.000,1.026,0
5,10.175,437299,21378,964,0,1000,0.100,0.050,1.000,1.018,0
6,7.835,338737,16462,692,0,1000,0.100,0.050,1.000,1.013,0
7,9.511,408938,19983,891,0,1000,0.100,0.050,1.000,1.018,0
8,11.387,488094,23924,1135,0,1000,0.100,0.050,1.000,1.019,0
9,9.772,419585,20531,960,0,1000,0.100,0.050,1.000,1.020,0
10,9.259,398566,19453,914,0,1000,0.100,0.050,1.000,1.018,0
1,10.367,456307,22330,1066,0,1000,0.100,0.050,1.000,1.020,0
2,9.267,408498,19962,896,0,1000,0.100,0.050,1.000,1.016,0
3,11.836,518990,25494,1223,0,1000,0.100,0.050,1.000,1.023,0
4,9.630,424099,20743,987,0,1000,0.100,0.050,1.000,1.017,0
5,11.250,494261,24232,1130,0,1000,0.100,0.050,1.000,1.022,0
6,9.361,412683,20164,979,0,1000,0.100,0.050,1.000,1.024,0
7,11.566,507772,24912,1172,0,1000,0.100,0.050,1.000,1.023,0
8,7.231,320708,15576,702,0,1000,0.100,0.050,1.000,1.016,0
9,8.710,384593,18762,879,0,1000,0.100,0.050,1.000,1.017,0
10,10.781,473953,23223,1070,0,1000,0.100,0.050,1.000,1.024,0
1,8.587,412528,20152,915,0,1000,0.100,0.050,1.000,1.019,0
2,6.633,320759,15567,697,0,1000,0.100,0.050,1.000,1.017,0
3,14.231,677574,33399,1573,0,1000,0.100,0.050,1.000,1.028,0
4,7.228,348511,16964,794,0,1000,0.100,0.050,1.000,1.021,0
5,12.444,593660,29204,1381,0,1000,0.100,0.050,1.000,1.025,0
6,11.470,547717,26918,1276,0,1000,0.100,0.050,1.000,1.021,0
7,9.135,438573,21439,1034,0,1000,0.100,0.050,1.000,1.013,0
8,11.945,570473,28034,1417,0,1000,0.100,0.050,1.000,1.026,0
9,9.887,473481,23204,1106,0,1000,0.100,0.050,1.000,1.018,0
10,8.438,405438,19803,923,0,1000,0.100,0.050,1.000,1.016,0
1,14.224,570170,28029,1428,0,1000,0.100,0.050,1.000,1.023,0
2,11.665,469086,22987,1039,0,1000,0.100,0.050,1.000,1.023,0
3,10.665,430073,21017,949,0,1000,0.100,0.050,1.000,1.015,0
4,8.162,330953,16083,745,0,1000,0.100,0.050,1.000,1.013,0
5,10.552,425191,20794,1022,0,1000,0.100,0.050,1.000,1.019,0
6,9.219,372616,18166,833,0,1000,0.100,0.050,1.000,1.015,0
7,9.468,382744,18657,887,0,1000,0.100,0.050,1.000,1.011,0
8,9.198,371924,18126,812,0,1000,0.100,0.050,1.000,1.016,0
9,9.434,381165,18590,823,0,1000,0.100,0.050,1.000,1.013,0
10,7.414,301353,14609,644,0,1000,0.100,0.050,1.000,1.020,0
1,8.766,405175,19788,875,0,1000,0.100,0.050,1.000,1.019,0
2,10.434,480511,23553,1127,0,1000,0.100,0.050,1.000,1.017,0
3,10.086,464635,22767,1040,0,1000,0.100,0.050,1.000,1.023,0
4,9.605,443089,21682,1027,0,1000,0.100,0.050,1.000,1.015,0
5,10.970,504629,24762,1215,0,1000,0.100,0.050,1.000,1.026,0
6,11.557,531275,26088,1183,0,1000,0.100,0.050,1.000,1.019,0
7,9.693,447103,21880,1075,0,1000,0.100,0.050,1.000,1.018,0
8,9.794,451540,22108,1009,0,1000,0.100,0.050,1.000,1.021,0
9,8.600,397641,19413,963,0,1000,0.100,0.050,1.000,1.017,0
10,10.494,482727,23688,1094,0,1000,0.100,0.050,1.000,1.019,0
1,9.682,388476,18964,859,0,1000,0.100,0.050,1.000,1.017,0
2,9.578,384540,18761,827,0,1000,0.100,0.050,1.000,1.021,0
3,13.194,526242,25843,1254,0,1000,0.100,0.050,1.000,1.022,0
4,9.594,384879,18792,858,0,1000,0.100,0.050,1.000,1.015,0
5,9.321,374649,18257,834,0,1000,0.100,0.050,1.000,1.021,0
6,10.985,439755,21517,971,0,1000,0.100,0.050,1.000,1.020,0
7,8.811,354368,17258,839,0,1000,0.100,0.050,1.000,1.021,0
8,9.903,397244,19397,862,0,1000,0.100,0.050,1.000,1.015,0
9,8.374,337556,16402,732,0,1000,0.100,0.050,1.000,1.013,0
10,10.558,423145,20679,985,0,1000,0.100,0.050,1.000,1.017,0
1,11.019,439203,21509,1011,0,1000,0.100,0.050,1.000,1.016,0
2,9.799,392282,19127,914,0,1000,0.100,0.050,1.000,1.016,0
3,10.005,399950,19530,934,0,1000,0.100,0.050,1.000,1.024,0
4,9.180,368075,17918,829,0,1000,0.100,0.050,1.000,1.023,0
5,10.412,415810,20324,963,0,1000,0.100,0.050,1.000,1.025,0
6,8.730,350349,17040,787,0,1000,0.100,0.050,1.000,1.018,0
7,12.573,500330,24541,1092,0,1000,0.100,0.050,1.000,1.016,0
8,9.766,390584,19062,831,0,1000,0.100,0.050,1.000,1.019,0
9,9.078,363990,17720,812,0,1000,0.100,0.050,1.000,1.016,0
10,9.439,377821,18424,833,0,1000,0.100,0.050,1.000,1.019,0
1,8.571,406180,19843,899,0,1000,0.100,0.050,1.000,1.018,0
2,10.379,490046,24030,1099,0,1000,0.100,0.050,1.000,1.016,0
3,11.231,529692,26002,1199,0,1000,0.100,0.050,1.000,1.019,0
4,10.773,507949,24942,1239,0,1000,0.100,0.050,1.000,1.022,0
5,10.262,484318,23759,1157,0,1000,0.100,0.050,1.000,1.024,0
6,8.733,413959,20218,996,0,1000,0.100,0.050,1.000,1.020,0
7,10.095,476795,23372,1093,0,1000,0.100,0.050,1.000,1.018,0
8,9.706,458607,22472,1043,0,1000,0.100,0.050,1.000,1.022,0
9,8.271,392336,19149,847,0,1000,0.100,0.050,1.000,1.021,0
10,11.978,564179,27731,1301,0,1000,0.100,0.050,1.000,1.022,0
1,13.379,589396,29006,1396,0,1000,0.100,0.050,1.000,1.023,0
2,10.816,478491,23450,1026,0,1000,0.100,0.050,1.000,1.014,0
3,8.774,389883,19023,874,0,1000,0.100,0.050,1.000,1.015,0
4,9.281,411407,20121,918,0,1000,0.100,0.050,1.000,1.020,0
5,8.781,390145,19037,845,0,1000,0.100,0.050,1.000,1.014,0
6,10.008,443360,21697,1003,0,1000,0.100,0.050,1.000,1.012,0
7,9.480,420372,20553,988,0,1000,0.100,0.050,1.000,1.018,0
8,9.247,410393,20047,880,0,1000,0.100,0.050,1.000,1.014,0
9,9.874,437991,21408,1002,0,1000,0.100,0.050,1.000,1.015,0
10,10.361,458644,22464,1034,0,1000,0.100,0.050,1.000,1.019,0
1,10.271,480662,23567,1157,0,1000,0.100,0.050,1.000,1.015,0
2,10.068,471315,23101,1094,0,1000,0.100,0.050,1.000,1.016,0
3,11.426,533969,26218,1278,0,1000,0.100,0.050,1.000,1.023,0
4,10.793,504521,24766,1145,0,1000,0.100,0.050,1.000,1.020,0
5,9.625,450736,22085,1079,0,1000,0.100,0.050,1.000,1.015,0
6,6.928,327237,15896,691,0,1000,0.100,0.050,1.000,1.021,0
7,8.331,391643,19116,870,0,1000,0.100,0.050,1.000,1.014,0
8,9.047,424424,20760,926,0,1000,0.100,0.050,1.000,1.024,0
9,12.738,593472,29229,1455,0,1000,0.100,0.050,1.000,1.030,0
10,10.774,503858,24721,1175,0,1000,0.100,0.050,1.000,1.022,0
1,15.158,678947,33474,1463,0,1000,0.100,0.050,1.000,1.026,0
2,8.959,405017,19786,921,0,1000,0.100,0.050,1.000,1.020,0
3,7.633,346258,16856,812,0,1000,0.100,0.050,1.000,1.014,0
4,11.222,505141,24783,1143,0,1000,0.100,0.050,1.000,1.018,0
5,9.897,446831,21856,1009,0,1000,0.100,0.050,1.000,1.022,0
6,9.195,415321,20306,954,0,1000,0.100,0.050,1.000,1.021,0
7,7.750,351755,17116,802,0,1000,0.100,0.050,1.000,1.014,0
8,8.265,374383,18253,881,0,1000,0.100,0.050,1.000,1.022,0
9,8.153,369403,18005,857,0,1000,0.100,0.050,1.000,1.022,0
10,13.767,617281,30404,1482,0,1000,0.100,0.050,1.000,1.023,0
1,8.955,394029,19238,924,0,1000,0.100,0.050,1.000,1.018,0
2,9.657,424258,20746,982,0,1000,0.100,0.050,1.000,1.018,0
3,8.269,365146,17765,828,0,1000,0.100,0.050,1.000,1.024,0
4,14.033,612576,30149,1404,0,1000,0.100,0.050,1.000,1.024,0
5,8.848,389625,19009,903,0,1000,0.100,0.050,1.000,1.018,0
6,9.302,409372,19985,902,0,1000,0.100,0.050,1.000,1.025,0
7,10.861,475610,23334,1119,0,1000,0.100,0.050,1.000,1.020,0
8,10.887,477109,23389,1056,0,1000,0.100,0.050,1.000,1.029,0
9,10.970,481127,23568,1159,0,1000,0.100,0.050,1.000,1.020,0
10,8.218,362441,17655,829,0,1000,0.100,0.050,1.000,1.016,0
1,10.451,474153,23224,1096,0,1000,0.100,0.050,1.000,1.019,0
2,9.892,448927,21980,999,0,1000,0.100,0.050,1.000,1.020,0
3,9.126,414811,20278,934,0,1000,0.100,0.050,1.000,1.018,0
4,12.333,557724,27405,1346,0,1000,0.100,0.050,1.000,1.025,0
5,10.396,471501,23101,1075,0,1000,0.100,0.050,1.000,1.021,0
6,11.787,533226,26192,1234,0,1000,0.100,0.050,1.000,1.023,0
7,8.900,405093,19777,887,0,1000,0.100,0.050,1.000,1.019,0
8,8.488,386683,18861,931,0,1000,0.100,0.050,1.000,1.020,0
9,9.513,431988,21138,1048,0,1000,0.100,0.050,1.000,1.022,0
10,9.115,414641,20254,951,0,1000,0.100,0.050,1.000,1.019,0
1,10.947,479837,23524,1122,0,1000,0.100,0.050,1.000,1.018,0
2,9.374,412076,20143,926,0,1000,0.100,0.050,1.000,1.019,0
3,9.806,430998,21072,969,0,1000,0.100,0.050,1.000,1.018,0
4,8.768,386107,18842,860,0,1000,0.100,0.050,1.000,1.019,0
5,8.843,389509,19002,897,0,1000,0.100,0.050,1.000,1.016,0
6,12.427,543527,26704,1352,0,1000,0.100,0.050,1.000,1.019,0
7,7.765,343011,16686,800,0,1000,0.100,0.050,1.000,1.018,0
8,10.924,478440,23474,1060,0,1000,0.100,0.050,1.000,1.019,0
9,9.361,411478,20115,966,0,1000,0.100,0.050,1.000,1.019,0
10,11.784,515692,25321,1166,0,1000,0.100,0.050,1.000,1.015,0
1,11.966,513026,25176,1223,0,1000,0.100,0.050,1.000,1.021,0
2,8.529,368386,17945,798,0,1000,0.100,0.050,1.000,1.016,0
3,9.942,427618,20919,1009,0,1000,0.100,0.050,1.000,1.020,0
4,10.364,445661,21806,1061,0,1000,0.100,0.050,1.000,1.019,0
5,10.074,433111,21195,975,0,1000,0.100,0.050,1.000,1.018,0
6,10.080,433518,21209,967,0,1000,0.100,0.050,1.000,1.017,0
7,9.529,410480,20050,881,0,1000,0.100,0.050,1.000,1.020,0
8,11.385,488233,23954,1135,0,1000,0.100,0.050,1.000,1.019,0
9,10.211,439246,21483,1004,0,1000,0.100,0.050,1.000,1.017,0
10,7.920,342432,16663,750,0,1000,0.100,0.050,1.000,1.018,0
1,12.611,570413,28049,1325,0,1000,0.100,0.050,1.000,1.023,0
2,9.397,427395,20901,933,0,1000,0.100,0.050,1.000,1.020,0
3,10.669,484049,23731,1103,0,1000,0.100,0.050,1.000,1.019,0
4,8.159,372345,18148,808,0,1000,0.100,0.050,1.000,1.019,0
5,8.995,409542,20008,868,0,1000,0.100,0.050,1.000,1.024,0
6,9.604,436269,21362,961,0,1000,0.100,0.050,1.000,1.020,0
7,7.070,323929,15725,685,0,1000,0.100,0.050,1.000,1.018,0
8,12.436,562875,27660,1300,0,1000,0.100,0.050,1.000,1.021,0
9,13.458,608098,29933,1421,0,1000,0.100,0.050,1.000,1.016,0
10,7.602,347459,16908,747,0,1000,0.100,0.050,1.000,1.016,0
1,8.882,389437,19015,854,0,1000,0.100,0.050,1.000,1.019,0
2,7.562,333330,16189,770,0,1000,0.100,0.050,1.000,1.012,0
3,12.587,548550,26947,1276,0,1000,0.100,0.050,1.000,1.020,0
4,10.836,473455,23199,1081,0,1000,0.100,0.050,1.000,1.017,0
5,10.019,438351,21450,1033,0,1000,0.100,0.050,1.000,1.018,0
6,12.342,537352,26422,1273,0,1000,0.100,0.050,1.000,1.019,0
7,8.797,385908,18833,885,0,1000,0.100,0.050,1.000,1.024,0
8,8.740,383818,18711,827,0,1000,0.100,0.050,1.000,1.015,0
9,11.123,485328,23814,1115,0,1000,0.100,0.050,1.000,1.026,0
10,9.113,399661,19510,869,0,1000,0.100,0.050,1.000,1.019,0
1,11.792,565798,27817,1276,0,1000,0.100,0.050,1.000,1.024,0
2,6.675,324239,15745,748,0,1000,0.100,0.050,1.000,1.015,0
3,11.286,542031,26623,1229,0,1000,0.100,0.050,1.000,1.017,0
4,11.701,561464,27602,1328,0,1000,0.100,0.050,1.000,1.023,0
5,9.227,444430,21765,1071,0,1000,0.100,0.050,1.000,1.023,0
6,8.040,388536,18966,901,0,1000,0.100,0.050,1.000,1.017,0
7,8.657,417792,20421,923,0,1000,0.100,0.050,1.000,1.017,0
8,9.088,438359,21438,944,0,1000,0.100,0.050,1.000,1.018,0
9,11.843,568391,27936,1301,0,1000,0.100,0.050,1.000,1.022,0
10,11.690,561140,27575,1438,0,1000,0.100,0.050,1.000,1.026,0
1,11.437,476027,23318,1121,0,1000,0.100,0.050,1.000,1.024,0
2,9.733,406428,19843,936,0,1000,0.100,0.050,1.000,1.019,0
3,9.240,386083,18838,843,0,1000,0.100,0.050,1.000,1.019,0
4,10.265,427916,20929,983,0,1000,0.100,0.050,1.000,1.017,0
5,11.082,461235,22595,1072,0,1000,0.100,0.050,1.000,1.018,0
6,9.940,414689,20265,921,0,1000,0.100,0.050,1.000,1.018,0
7,8.490,355640,17309,774,0,1000,0.100,0.050,1.000,1.017,0
8,9.066,379206,18484,815,0,1000,0.100,0.050,1.000,1.014,0
9,12.700,527338,25892,1309,0,1000,0.100,0.050,1.000,1.019,0
10,8.048,337582,16408,784,0,1000,0.100,0.050,1.000,1.017,0
1,10.636,452591,22171,1028,0,1000,0.100,0.050,1.000,1.021,0
2,11.282,479673,23517,1083,0,1000,0.100,0.050,1.000,1.021,0
3,8.451,361768,17616,774,0,1000,0.100,0.050,1.000,1.014,0
4,8.951,382361,18657,809,0,1000,0.100,0.050,1.000,1.021,0
5,11.721,498358,24432,1272,0,1000,0.100,0.050,1.000,1.028,0
6,10.016,427002,20878,965,0,1000,0.100,0.050,1.000,1.021,0
7,11.406,484751,23776,1102,0,1000,0.100,0.050,1.000,1.021,0
8,8.242,352758,17180,754,0,1000,0.100,0.050,1.000,1.016,0
9,10.775,458595,22460,964,0,1000,0.100,0.050,1.000,1.016,0
10,8.518,364358,17756,863,0,1000,0.100,0.050,1.000,1.019,0
1,12.652,573241,28206,1314,0,1000,0.100,0.050,1.000,1.020,0
2,9.504,433350,21188,990,0,1000,0.100,0.050,1.000,1.020,0
3,7.860,359620,17522,834,0,1000,0.100,0.050,1.000,1.014,0
4,11.618,527528,25900,1162,0,1000,0.100,0.050,1.000,1.020,0
5,10.381,472430,23143,1127,0,1000,0.100,0.050,1.000,1.023,0
6,10.852,493419,24193,1076,0,1000,0.100,0.050,1.000,1.015,0
